person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,cb_person_default_on_file,person_home_ownership,loan_intent,loan_grade,default_probability,default_flag,loan_id,risk_tier
21,125000,0.0,10000,7.51,0.08,2,0,0,4,0,0.031788933144233145,0,LN15212,Low
34,60000,3.0,6000,8.0,0.1,9,0,3,5,0,0.018717816626175582,0,LN21791,Low
37,30000,7.0,10000,9.25,0.33,16,0,3,3,1,0.9274549305537195,1,LN30866,High
38,61000,0.0,1000,9.45,0.02,12,0,3,1,1,0.038043299768294875,0,LN32094,Low
32,30000,1.0,11450,9.99,0.38,6,0,3,1,1,0.9411497904961769,1,LN29117,High
22,84996,2.0,8000,13.92,0.09,3,1,3,4,2,0.03566234808243388,0,LN09462,Low
36,64583,2.0,10000,7.49,0.15,14,0,3,2,0,0.019870932385803022,0,LN31049,Low
28,44000,5.0,16000,13.48,0.36,5,0,3,4,2,0.9394715300104077,1,LN28678,High
23,11000,4.0,1200,6.91,0.11,3,0,3,1,0,0.1614679280040889,0,LN01438,Low
38,47000,2.0,3000,7.49,0.06,11,0,3,5,0,0.018435934930325398,0,LN29613,Low
22,50000,6.0,6400,6.92,0.13,4,0,2,5,0,0.018987950033297892,0,LN06640,Low
24,48602,0.0,9500,12.73,0.2,4,0,3,3,2,0.03691619342639942,0,LN10102,Low
32,90000,16.0,21400,15.23,0.24,5,1,0,1,2,0.2002749096371239,0,LN25716,Low
23,25000,0.0,6400,12.84,0.26,3,0,3,1,2,0.08211763497078702,0,LN07523,Low
24,40000,5.0,3000,11.99,0.07,4,0,0,0,1,0.08866997913350444,0,LN04169,Low
25,191000,1.0,10000,12.53,0.05,4,0,0,3,1,0.05985919266478154,0,LN00212,Low
24,30000,0.0,4800,13.35,0.16,3,0,3,1,2,0.0773351504436205,0,LN04391,Low
29,480000,6.0,6500,5.42,0.01,6,0,0,3,0,0.01956485209298436,0,LN27876,Low
23,59000,5.0,3000,7.14,0.05,2,0,3,0,0,0.029079156012074264,0,LN02837,Low
24,105000,8.0,10000,7.51,0.1,3,0,0,2,0,0.018435934930325398,0,LN14373,Low
24,34000,3.0,10000,15.31,0.29,2,1,0,4,3,0.45568822038966356,1,LN04346,Medium
23,56000,4.0,3000,6.76,0.05,3,0,0,1,0,0.020742925091036427,0,LN08186,Low
41,95000,2.0,21600,13.92,0.23,12,1,2,3,2,0.07649121525430623,0,LN32014,Low
23,65000,2.0,28000,7.9,0.43,2,0,3,1,0,0.9332487211708506,1,LN00074,High
26,62004,9.0,24000,7.9,0.39,3,0,3,0,0,0.9318792313719605,1,LN00417,High
24,45996,3.0,2000,12.98,0.04,4,1,3,1,2,0.03662780558046592,0,LN17457,Low
22,77004,6.0,20000,13.98,0.26,4,0,3,0,2,0.29920193559012165,0,LN00739,Low
26,27600,2.0,2500,11.71,0.09,3,0,2,5,1,0.025258119871127468,0,LN01532,Low
22,44172,4.0,15000,10.37,0.34,3,0,3,4,1,0.9395536369463701,1,LN14975,High
23,58000,0.0,9600,7.51,0.17,3,0,0,1,0,0.019872208281899582,0,LN08500,Low
25,130000,9.0,35000,10.99,0.27,3,0,0,2,1,0.033242058237403706,0,LN15301,Low
28,91800,6.0,10000,16.89,0.09,8,1,0,3,3,0.8743984950767878,1,LN26973,High
24,20485,4.0,5575,7.9,0.27,4,0,3,4,0,0.02994977857435911,0,LN05910,Low
22,80000,6.0,10000,7.14,0.13,4,0,0,0,0,0.01898801534577359,0,LN12303,Low
32,50000,3.0,3500,7.49,0.07,6,0,3,4,0,0.03001096039507975,0,LN19769,Low
25,39996,9.0,6000,9.7,0.15,4,0,3,5,1,0.01926989704162377,0,LN06420,Low
22,31000,6.0,15000,15.31,0.48,4,1,3,4,3,0.920791187340838,1,LN14678,High
33,117300,3.0,16000,15.99,0.12,5,0,0,3,3,0.6460520921591414,1,LN27559,High
23,28000,0.0,6000,9.63,0.21,4,0,3,3,0,0.05080102406291623,0,LN16740,Low
24,30996,4.0,8000,7.51,0.26,3,0,2,1,0,0.15033396943710253,0,LN02220,Low
21,42504,0.0,6300,6.99,0.15,3,0,3,1,0,0.025353866227159152,0,LN07255,Low
26,62400,3.0,2000,12.53,0.03,2,0,3,4,1,0.08636025977230323,0,LN01929,Low
25,61200,9.0,20000,14.74,0.28,2,1,0,3,3,0.7987314805327177,1,LN12008,High
25,230000,5.0,35000,13.99,0.15,4,0,0,3,2,0.3018166102721918,0,LN00104,Medium
25,26500,9.0,6000,12.42,0.23,3,0,3,4,1,0.21321561705648587,0,LN06197,Low
30,41000,0.0,7200,7.49,0.18,5,0,3,4,0,0.021757737466822358,0,LN22507,Low
23,90000,7.0,22000,6.99,0.24,4,0,0,4,0,0.026867850407917712,0,LN13242,Low
26,48996,8.0,2500,14.59,0.05,2,0,3,0,3,0.7229310294699972,1,LN02395,High
21,12000,4.0,3200,11.49,0.27,2,0,3,5,1,0.9200218113770876,1,LN02968,High
26,54828,10.0,5000,16.82,0.09,4,0,0,1,4,0.697312482449585,0,LN07752,High
39,325000,14.0,18000,14.96,0.06,14,1,0,4,3,0.03566280635403246,0,LN31907,Low
25,38880,1.0,9500,7.51,0.24,4,0,0,4,0,0.02710553920161418,0,LN03858,Low
25,138000,0.0,5000,11.86,0.04,4,0,0,3,1,0.048867793415044304,0,LN15470,Low
23,69000,3.0,15000,10.65,0.22,4,0,3,1,1,0.04004827859198518,0,LN15436,Low
22,38000,5.0,10000,13.49,0.26,2,1,3,1,2,0.06850823733128557,0,LN17398,Low
30,66120,10.0,2800,13.57,0.04,6,0,0,4,2,0.13835637100500697,0,LN23854,Low
24,83000,6.0,10400,5.79,0.13,3,0,0,2,0,0.018448133623092573,0,LN12570,Low
22,60000,4.0,3000,13.16,0.05,2,0,0,4,2,0.052407309599664255,0,LN09225,Low
28,38700,8.0,3600,11.12,0.09,7,0,3,5,1,0.02253936852859251,0,LN19834,Low
24,125000,9.0,19200,10.99,0.15,3,0,3,2,1,0.028234782785145726,0,LN15897,Low
42,32004,1.0,2500,7.49,0.08,17,0,3,0,0,0.0474918722423252,1,LN29572,Low
32,55000,5.0,10000,8.49,0.18,10,0,3,3,0,0.02827981149338685,0,LN24477,Low
36,83000,0.0,13000,11.97,0.16,14,0,0,5,2,0.027917206812604806,0,LN31248,Low
24,50004,5.0,5000,7.14,0.1,3,0,3,4,0,0.01929444748298331,0,LN05285,Low
29,80000,2.0,4500,6.76,0.06,10,0,0,2,0,0.018999763634501465,0,LN25105,Low
39,38604,9.0,9500,10.62,0.25,11,0,3,3,1,0.03721502418551321,0,LN30805,Low
25,56004,5.0,8000,11.71,0.14,3,0,0,0,1,0.1649157741439605,1,LN09501,Low
23,57000,0.0,20000,11.99,0.35,2,0,0,5,1,0.0374384091320503,0,LN08298,Low
29,163000,4.0,25000,9.91,0.15,5,0,3,0,1,0.029068873517904187,0,LN18184,Low
40,14400,0.0,1000,9.25,0.07,11,0,3,3,1,0.18933068390078023,0,LN29349,Low
27,61000,7.0,13000,10.59,0.21,8,0,3,4,1,0.024811025698766993,1,LN26054,Low
28,300000,11.0,10800,6.92,0.04,5,0,0,0,0,0.022210754414255254,0,LN27855,Low
23,90096,0.0,10150,11.97,0.11,3,0,0,1,2,0.026160841439051275,0,LN13386,Low
31,50000,1.0,10000,10.71,0.2,6,0,3,5,1,0.018717816626175582,0,LN28636,Low
20,115731,4.0,9625,10.74,0.08,3,0,0,0,1,0.05993052783432768,0,LN14828,Low
23,15600,1.0,4500,5.99,0.29,3,0,3,5,0,0.9190129181824149,1,LN17381,High
23,69000,7.0,4800,10.75,0.07,2,0,3,3,1,0.05174120306084564,0,LN04518,Low
22,42900,7.0,2000,10.74,0.05,4,0,2,1,1,0.08307192657148438,0,LN04938,Low
23,78000,7.0,30000,18.62,0.38,3,1,3,0,5,0.932233094587913,1,LN00052,High
21,39600,5.0,3500,6.62,0.09,3,0,2,4,0,0.03599042674441993,0,LN03948,Low
30,40000,5.0,3000,7.14,0.07,5,0,3,3,0,0.022880642311278815,0,LN28099,Low
25,59256,4.0,17600,12.99,0.3,2,0,3,3,2,0.317359910905159,0,LN01082,Medium
33,163400,17.0,10000,18.39,0.06,5,0,0,1,4,0.39565527869798206,1,LN27730,Medium
23,110000,5.0,10000,7.88,0.09,2,0,3,0,0,0.019012356439637043,0,LN04589,Low
27,80000,3.0,20000,7.49,0.25,9,0,3,1,0,0.021372313203180993,0,LN28245,Low
35,40000,18.0,7200,10.71,0.18,5,0,0,3,1,0.06026587593216568,0,LN20474,Low
25,40000,9.0,2400,5.42,0.06,3,0,3,1,0,0.026858520896274756,0,LN02119,Low
34,87600,15.0,15000,8.49,0.17,6,0,0,1,0,0.04003976106308844,0,LN25619,Low
28,140000,4.0,25000,15.95,0.18,10,0,0,2,4,0.42715916036903495,0,LN27440,Medium
27,45000,3.0,3500,11.14,0.08,8,0,2,4,1,0.04246915362781547,0,LN21121,Low
23,75000,7.0,15000,11.14,0.2,4,0,2,1,1,0.16629755645912986,0,LN11745,Low
41,30000,3.0,8875,5.42,0.3,15,0,3,3,0,0.055591927381039234,0,LN30027,Low
23,102000,4.0,20000,10.99,0.2,3,0,0,1,1,0.02795218988848412,0,LN14240,Low
25,180000,2.0,3000,11.12,0.02,2,0,3,5,1,0.02107606468688905,0,LN02943,Low
23,51600,1.0,4800,10.99,0.09,3,0,0,4,1,0.03365118997954337,1,LN08396,Low
33,125000,17.0,3000,7.75,0.02,8,0,2,4,0,0.0381372891149046,0,LN27196,Low
27,37000,5.0,8000,10.99,0.22,10,0,2,2,1,0.10408524316602359,0,LN19935,Low
22,75000,2.0,19600,12.42,0.26,3,0,3,1,1,0.050742178107206465,0,LN15920,Low
27,48000,4.0,2800,7.49,0.06,5,0,3,3,0,0.035480327689189274,0,LN25786,Low
27,48000,0.0,10000,10.62,0.21,7,0,3,0,1,0.020166232378846044,0,LN28658,Low
47,41000,2.0,10000,13.79,0.24,16,0,3,3,2,0.33254340111357306,0,LN30914,Medium
24,35000,8.0,8000,6.03,0.23,2,0,3,1,0,0.04149246262037313,0,LN08706,Low
23,50000,3.0,10000,10.99,0.2,3,0,0,4,1,0.03076769576753198,0,LN17710,Low
43,27036,1.0,13750,15.31,0.51,15,1,3,4,3,0.9108630787275708,1,LN31457,High
34,40000,3.0,25000,10.25,0.63,8,0,3,3,1,0.9351276426174202,1,LN17957,High
37,49000,3.0,4000,15.65,0.08,17,0,0,3,3,0.6791522533372011,1,LN30472,High
36,90000,6.0,1950,12.42,0.02,15,0,3,0,1,0.05968164907706323,0,LN29487,Low
31,250000,14.0,12000,14.09,0.05,6,1,0,4,3,0.12070004839017189,0,LN27829,Low
30,52000,3.0,5750,13.79,0.11,10,0,0,1,2,0.4003859393135522,0,LN22122,Medium
29,45516,13.0,6000,13.49,0.13,8,0,0,0,2,0.09635939637717635,0,LN21192,Low
22,18000,0.0,3500,13.48,0.19,2,1,3,5,2,0.8660111270381772,1,LN03115,High
23,124800,2.0,5000,6.62,0.04,3,0,0,0,0,0.018718267030214883,0,LN15150,Low
29,71400,14.0,10000,14.27,0.14,8,0,0,4,2,0.15199868099592898,1,LN24868,Low
27,49500,7.0,4750,15.27,0.1,7,0,0,5,2,0.1500726122433206,1,LN22537,Low
34,44460,7.0,9600,7.49,0.22,8,0,0,0,0,0.027477401330661344,0,LN20932,Low
22,38400,4.0,1000,5.79,0.03,2,0,0,4,0,0.028764366154831262,0,LN03801,Low
24,52000,8.0,4000,10.62,0.08,4,0,2,1,1,0.06214460351305703,0,LN07282,Low
28,140000,0.0,7400,6.03,0.05,6,0,3,2,0,0.021703581451181602,0,LN28668,Low
23,30000,0.0,6000,8.49,0.2,3,0,3,1,0,0.046243380947419845,0,LN06257,Low
36,60000,3.0,13000,14.11,0.22,14,1,0,0,3,0.7591007546179922,1,LN30836,High
24,30000,5.0,4800,6.99,0.16,4,0,3,1,0,0.04845359868581342,0,LN04388,Low
26,102456,10.0,25000,15.31,0.24,2,1,0,5,3,0.03743428855599019,0,LN14261,Low
24,48000,2.0,5500,11.36,0.11,3,0,0,1,1,0.15310848522378875,0,LN06182,Low
26,33800,4.0,13000,13.57,0.38,4,0,3,1,2,0.939387435588617,1,LN02252,High
32,42000,1.0,5800,9.32,0.14,10,0,3,0,0,0.06920758721073679,0,LN21439,Low
25,130000,5.0,3000,5.42,0.02,2,0,0,2,0,0.019293853043923625,0,LN15315,Low
26,30720,4.0,10000,11.49,0.33,3,0,3,0,1,0.9411497904961769,1,LN10495,High
31,65000,9.0,20000,10.65,0.31,8,0,3,5,1,0.9149826420899615,1,LN18371,High
22,40000,2.0,5025,13.43,0.13,2,0,3,0,2,0.11394627063674456,0,LN09142,Low
26,52704,8.0,3000,10.95,0.06,4,0,0,2,1,0.0728628722854792,1,LN08552,Low
22,70000,2.0,16000,16.63,0.23,3,1,0,1,4,0.2821565777446547,0,LN10957,Low
37,54000,15.0,5400,13.99,0.1,17,1,3,3,2,0.1257747852318214,1,LN30116,Low
25,44196,8.0,4000,7.51,0.09,3,0,0,2,0,0.03543764537475564,0,LN05203,Low
24,85000,4.0,2500,10.38,0.03,4,0,0,3,1,0.05734586490451981,0,LN12847,Low
41,121200,1.0,10000,6.03,0.08,13,0,3,5,0,0.01871788193865128,0,LN29925,Low
21,38400,0.0,4200,7.49,0.11,2,0,0,1,0,0.04103766101586519,0,LN03781,Low
25,48000,8.0,11000,7.51,0.23,4,0,3,3,0,0.028405464259971144,0,LN03381,Low
23,22000,1.0,5500,13.04,0.25,4,0,3,1,2,0.29091077140789945,0,LN05805,Low
36,32400,20.0,6600,13.24,0.2,11,1,0,4,3,0.15180740346731025,0,LN29593,Low
25,23198,2.0,6000,8.0,0.26,4,0,3,5,0,0.019858732154910436,0,LN06149,Low
22,17280,0.0,3500,15.31,0.2,4,1,3,1,3,0.9211515766524959,1,LN03113,High
22,60000,6.0,18000,12.99,0.3,2,0,0,0,2,0.20849930598326258,0,LN08765,Low
25,88140,5.0,15000,13.49,0.17,3,1,0,1,2,0.052850171025833746,0,LN13119,Low
35,48000,6.0,5000,13.48,0.1,10,1,0,3,2,0.08572213541570244,0,LN21499,Low
34,72000,2.0,10000,7.51,0.14,7,0,3,2,0,0.019588841342456757,0,LN24701,Low
22,54000,6.0,13200,9.99,0.24,4,0,0,0,1,0.033206412081923646,0,LN07632,Low
27,43200,4.0,10000,7.49,0.23,6,0,3,3,0,0.02111415556244935,0,LN28719,Low
29,144000,13.0,16000,6.62,0.11,9,0,0,5,0,0.018435934930325398,0,LN27495,Low
24,56972,6.0,15000,16.4,0.26,4,0,2,0,4,0.8625554066419058,1,LN09598,High
36,35000,1.0,10000,10.99,0.29,15,0,3,5,1,0.021694141047274813,0,LN30884,Low
29,140000,5.0,27000,9.91,0.19,7,0,2,5,1,0.020796137610104987,0,LN27412,Low
22,120000,3.0,8900,11.71,0.07,2,0,0,4,1,0.03797001751085682,0,LN14918,Low
24,60000,0.0,20000,10.99,0.33,2,0,3,4,1,0.9377912820388102,1,LN00657,High
23,42000,7.0,15000,11.83,0.36,4,0,3,5,1,0.9328212388747582,1,LN14748,High
39,42000,4.0,5000,8.49,0.12,11,0,0,4,0,0.03833985434888217,0,LN29944,Low
28,54000,11.0,1200,7.51,0.02,7,0,0,2,0,0.08395669739819327,0,LN22299,Low
23,115000,7.0,10000,14.27,0.09,2,0,0,1,2,0.06621967471936248,0,LN14769,Low
21,12000,3.0,1600,10.59,0.13,2,0,3,5,1,0.1284479059356712,0,LN16881,Low
31,75000,2.0,6000,7.68,0.08,10,0,3,5,0,0.018448133623092573,0,LN21894,Low
41,57000,11.0,10000,7.51,0.18,12,0,0,4,0,0.02144797213897164,0,LN30510,Low
29,100000,3.0,15000,12.04,0.15,10,0,3,2,2,0.033284592332986834,0,LN18967,Low
36,85000,3.0,3825,5.42,0.04,15,0,3,3,0,0.02461684497843565,0,LN29777,Low
23,51600,6.0,4000,9.91,0.08,3,0,3,4,1,0.08083387242624135,0,LN03986,Low
30,75000,9.0,14000,13.79,0.19,8,0,0,2,2,0.2314776269184057,1,LN25608,Low
31,35000,3.0,5000,10.65,0.14,5,0,3,5,1,0.018717816626175582,0,LN20704,Low
27,89000,10.0,3000,6.76,0.03,6,0,2,5,0,0.018448133623092573,0,LN25661,Low
24,50500,7.0,9600,7.49,0.19,4,0,3,1,0,0.05448056867813567,0,LN17489,Low
24,28800,6.0,6075,8.49,0.21,2,0,0,0,0,0.16829572752465213,0,LN01696,Low
24,36000,4.0,5000,13.49,0.14,4,1,2,4,2,0.04487239617860191,0,LN12960,Low
43,46000,5.0,3000,11.71,0.07,17,0,3,5,1,0.019846543633899663,0,LN29612,Low
23,69996,5.0,12000,11.11,0.17,2,0,0,5,1,0.020447625097993406,0,LN10659,Low
25,96000,3.0,12000,11.99,0.13,3,0,3,5,1,0.019702879392659908,0,LN13116,Low
26,80000,10.0,7000,6.03,0.09,4,0,0,2,0,0.026490260444733862,0,LN12147,Low
24,18000,3.0,1200,11.34,0.07,4,1,0,5,2,0.10709578694116557,0,LN00481,Low
22,60000,6.0,8000,14.72,0.13,2,1,3,3,2,0.15188223040679105,0,LN09072,Low
27,38400,6.0,5000,9.88,0.13,10,0,3,3,1,0.03203822660047731,0,LN20752,Low
44,51850,7.0,10000,14.11,0.16,12,0,3,3,3,0.6075429413014664,1,LN32132,High
30,30000,3.0,5100,7.9,0.17,8,0,0,1,0,0.03261891292403221,0,LN19008,Low
24,15000,8.0,4200,13.11,0.28,2,1,3,0,2,0.8989042228369066,1,LN04100,High
24,48000,7.0,5600,11.14,0.12,3,0,3,3,1,0.10262958390007075,0,LN05969,Low
25,33000,6.0,2500,10.59,0.08,2,0,3,0,1,0.21962403961495533,0,LN02337,Low
24,22044,3.0,4375,16.4,0.2,3,1,3,2,4,0.8588450221000894,1,LN04131,High
25,121000,6.0,13000,10.99,0.11,2,0,0,5,1,0.018988159380793974,0,LN15095,Low
25,55000,5.0,9000,11.11,0.16,2,0,3,2,1,0.11628450793449951,0,LN09970,Low
27,15600,11.0,2800,10.65,0.18,5,0,3,2,1,0.9195555593028139,1,LN19333,High
24,37876,4.0,8000,9.63,0.21,2,0,3,3,1,0.07486365538774636,0,LN08763,Low
35,126696,19.0,24250,10.38,0.19,6,0,0,3,1,0.039325715842178345,0,LN27225,Low
28,40000,2.0,14000,11.89,0.35,8,0,3,3,1,0.9348636952544359,1,LN28318,High
31,96000,7.0,25000,13.48,0.26,5,0,0,5,2,0.034122989422131024,1,LN26607,Low
25,9600,4.0,1200,15.23,0.13,2,0,3,3,2,0.7090537611275342,0,LN15928,High
22,95000,6.0,12000,10.99,0.13,4,0,0,0,1,0.0230060469900973,0,LN13697,Low
32,145000,1.0,20000,11.36,0.14,8,0,0,0,1,0.03207978581546322,0,LN27521,Low
22,75000,2.0,21000,10.0,0.28,4,0,3,0,1,0.038733012359244985,0,LN16790,Low
30,76404,14.0,12000,6.54,0.16,5,0,0,3,0,0.021077757654251367,0,LN24824,Low
24,96000,7.0,6000,13.92,0.06,4,1,0,2,2,0.04760555617845663,0,LN13834,Low
22,29120,1.0,6800,10.59,0.23,2,0,3,5,1,0.02511799491457635,0,LN07469,Low
37,74568,0.0,6000,14.26,0.08,17,0,3,5,2,0.050222216478190584,0,LN30294,Low
27,44000,3.0,3500,12.98,0.08,10,0,3,3,2,0.23457226864394978,0,LN19761,Low
32,120000,13.0,2000,10.99,0.02,5,0,0,1,1,0.027640664263429687,0,LN27015,Low
25,30000,9.0,7000,15.31,0.23,3,0,2,5,3,0.10826125487889722,0,LN01917,Low
24,95000,8.0,17200,17.58,0.18,3,0,3,4,3,0.24863994397186492,0,LN01117,Low
31,47000,0.0,10000,11.03,0.21,7,1,0,3,2,0.08163800851913118,0,LN21349,Low
28,39000,6.0,8000,14.91,0.21,7,1,3,3,3,0.8316318123693378,1,LN23038,High
30,75000,9.0,25000,15.2,0.33,5,0,3,4,3,0.9271267185273823,1,LN18041,High
26,138000,4.0,18000,16.4,0.13,3,0,0,1,5,0.2564479864844826,1,LN15667,Low
32,105000,11.0,20000,6.54,0.19,9,0,0,3,0,0.01870606833744771,0,LN26535,Low
24,35000,8.0,2000,10.37,0.06,2,0,0,5,1,0.02216076015188448,0,LN02940,Low
22,35004,3.0,3000,7.9,0.09,4,0,2,5,0,0.020487315778826468,0,LN03059,Low
29,55500,13.0,12000,7.88,0.22,8,0,3,0,0,0.029300282362088367,0,LN19537,Low
30,45000,1.0,6000,7.51,0.13,5,0,3,1,0,0.024863360124459093,0,LN21677,Low
37,88000,4.0,25000,19.66,0.28,15,1,3,1,6,0.7496808051222906,1,LN32072,High
29,49000,3.0,6000,13.99,0.12,6,0,3,4,2,0.20725546791210472,1,LN21750,Low
27,200000,6.0,5000,7.74,0.03,7,0,0,1,0,0.02205173913524161,0,LN18026,Low
22,78000,3.0,12000,6.54,0.15,3,0,0,1,0,0.018999763634501465,0,LN11972,Low
23,40000,3.0,2400,8.9,0.06,3,0,3,0,0,0.07877046105000737,0,LN02118,Low
22,51000,3.0,10000,8.49,0.2,3,0,0,0,0,0.055047648881619234,0,LN07002,Low
33,140000,2.0,18000,13.48,0.13,9,0,3,0,2,0.032539411244703866,0,LN18610,Low
29,82600,6.0,19450,9.91,0.24,10,0,0,5,1,0.018987950033297892,0,LN25288,Low
34,103000,5.0,3525,5.42,0.03,8,0,0,5,0,0.018435934930325398,0,LN26474,Low
24,74600,3.0,20000,17.51,0.27,3,0,0,0,4,0.9092384223682699,1,LN12414,High
23,37500,2.0,8000,14.26,0.21,4,0,3,0,2,0.43810595201921515,0,LN17392,Medium
23,65000,4.0,13600,15.62,0.21,3,0,0,1,3,0.46368217721770844,0,LN16362,Medium
21,13200,2.0,4000,6.39,0.3,3,0,3,2,0,0.9301281861221685,1,LN03674,High
23,61200,7.0,3000,12.42,0.05,2,0,3,4,1,0.11902882924529225,0,LN02855,Low
25,19200,5.0,4000,10.99,0.21,3,0,3,2,1,0.9269073704079488,1,LN16654,High
23,90000,7.0,8000,10.36,0.09,3,0,0,1,1,0.029992626208959875,0,LN13299,Low
27,100500,11.0,15000,14.65,0.15,6,0,0,1,2,0.17887600039980378,0,LN26409,Low
33,30000,0.0,6500,8.49,0.22,5,0,3,4,0,0.05087322316758867,0,LN22109,Low
22,39000,5.0,13000,11.83,0.33,4,0,3,0,1,0.9377254903690654,1,LN02269,High
23,97500,0.0,9600,10.37,0.1,3,0,3,0,1,0.021126888738991222,0,LN10307,Low
22,145000,6.0,12000,6.92,0.08,4,0,0,4,0,0.020476866345092506,0,LN15555,Low
27,69000,3.0,4000,11.49,0.06,8,0,0,1,1,0.054952985927757825,1,LN28837,Low
27,43000,11.0,4000,16.29,0.09,9,1,3,1,3,0.4199138573606984,0,LN20211,Medium
23,120000,7.0,8500,5.42,0.07,4,0,0,3,0,0.01870606833744771,0,LN14936,Low
38,20640,2.0,3500,12.61,0.17,12,1,3,0,2,0.04342208892064884,0,LN32194,Low
33,156000,4.0,2400,7.49,0.02,6,0,0,1,0,0.021459239645192477,0,LN27644,Low
21,41000,2.0,8200,6.91,0.2,3,0,0,4,0,0.03216149218289149,0,LN04515,Low
23,56000,3.0,8400,10.99,0.15,2,0,3,0,1,0.0392873480899621,0,LN09665,Low
65,93000,27.0,25000,9.99,0.27,27,0,0,4,1,0.04749638771253347,0,LN32504,Low
40,53000,4.0,4500,6.03,0.08,16,0,3,3,0,0.02796115758035828,0,LN29870,Low
25,72000,4.0,17000,7.88,0.24,3,0,3,3,0,0.0214088357473171,0,LN01148,Low
36,46000,2.0,10000,12.53,0.22,14,0,3,0,2,0.1013431808334096,0,LN30943,Low
26,35000,2.0,2500,8.9,0.07,2,0,3,0,0,0.0923093138889855,0,LN17126,Low
28,110000,7.0,10750,11.86,0.1,9,0,0,2,1,0.05387712781866266,0,LN26705,Low
25,60000,0.0,1200,7.66,0.02,3,0,3,3,0,0.030339874720823723,0,LN01496,Low
26,97000,1.0,21000,7.9,0.22,3,0,3,1,0,0.025988667307912546,0,LN00564,Low
24,80000,6.0,7000,14.65,0.09,4,0,0,2,2,0.4321391957520859,0,LN12144,Medium
34,91200,5.0,12000,6.92,0.13,7,0,3,3,0,0.020166832379270916,0,LN25632,Low
24,53004,6.0,21000,10.65,0.4,3,0,0,0,1,0.03754574117196179,0,LN17185,Low
31,56000,6.0,11500,7.49,0.21,9,0,2,5,0,0.0184363853343647,0,LN22580,Low
24,58155,8.0,12950,16.82,0.22,4,0,3,2,4,0.6728429325548091,0,LN13629,High
26,37820,3.0,6300,7.49,0.17,4,0,0,2,0,0.02942357005484932,0,LN03609,Low
23,35482,7.0,7000,14.74,0.2,4,0,2,5,3,0.08537059986893525,0,LN13223,Low
25,84000,0.0,4500,12.18,0.05,2,0,3,2,1,0.055358673344299114,0,LN04280,Low
23,60000,3.0,10000,6.92,0.17,4,0,2,3,0,0.021132231024574094,0,LN08885,Low
25,78000,0.0,9600,14.11,0.12,4,1,3,0,3,0.897994620897454,1,LN10300,High
26,96000,11.0,10000,19.69,0.1,3,1,3,2,4,0.17018800142064158,0,LN04559,Low
25,36499,1.0,4200,10.99,0.12,4,0,3,2,1,0.23683634396428502,1,LN10988,Low
33,58000,0.0,14400,9.91,0.25,8,0,3,0,1,0.038848648682240236,0,LN27941,Low
24,53000,6.0,12000,11.11,0.23,3,0,3,5,1,0.020165534054647143,0,LN02743,Low
26,30000,0.0,3500,8.0,0.12,4,0,0,5,0,0.024154885625055866,0,LN02128,Low
24,49232,8.0,8500,6.54,0.17,4,0,3,1,0,0.07254269884768945,0,LN05365,Low
23,65000,7.0,3600,10.59,0.06,3,0,3,1,1,0.04121596287059971,0,LN17469,Low
29,48000,6.0,6025,10.65,0.13,9,0,3,3,1,0.039430420090316845,0,LN21960,Low
29,30000,0.0,12000,10.36,0.4,7,0,3,4,1,0.9395023316046925,1,LN25064,High
24,66500,0.0,8800,8.59,0.13,4,0,0,2,0,0.0233895190395826,0,LN10313,Low
23,85000,7.0,10000,11.89,0.12,4,0,3,3,1,0.03333449471987478,0,LN11816,Low
23,46200,5.0,9000,9.99,0.19,3,0,3,4,1,0.029025929239032924,0,LN09910,Low
37,192000,14.0,25600,5.99,0.13,17,0,0,0,0,0.024509981348258016,0,LN29197,Low
23,138000,7.0,2700,11.86,0.02,2,0,0,4,1,0.03723660585046348,0,LN15469,Low
24,100000,8.0,3600,13.23,0.04,2,1,0,0,2,0.07372444466636434,0,LN14105,Low
29,130000,13.0,6000,13.04,0.05,9,1,0,0,2,0.025880275802709938,0,LN27309,Low
39,33100,3.0,8000,14.26,0.24,12,1,3,0,2,0.35297623027526354,1,LN30591,Medium
23,57600,0.0,1000,10.99,0.02,2,0,0,5,1,0.023110269566653283,0,LN08416,Low
26,33600,6.0,1500,19.41,0.04,4,0,3,3,5,0.636124318183437,0,LN01578,High
24,71000,8.0,11200,11.36,0.16,3,0,3,5,1,0.018718267030214883,0,LN12011,Low
29,64548,1.0,1000,14.27,0.02,5,1,3,4,2,0.07611342783410895,0,LN18785,Low
21,19000,2.0,4200,13.48,0.22,2,1,3,2,2,0.9122602484329914,1,LN04102,High
28,40000,2.0,7500,13.48,0.19,7,0,3,3,2,0.06991011182696022,0,LN22657,Low
24,45000,8.0,10000,7.49,0.22,3,0,2,2,0,0.05731260430018739,0,LN05408,Low
44,68000,7.0,5150,7.9,0.08,14,0,3,1,0,0.028689371456589507,0,LN30648,Low
23,74000,7.0,10000,10.99,0.14,2,0,0,1,1,0.03240956591871228,0,LN11369,Low
27,20160,4.0,5300,7.49,0.26,6,0,3,0,0,0.042991820309934176,0,LN21255,Low
23,40000,3.0,10000,10.75,0.25,4,0,3,1,1,0.024322099274571147,0,LN10762,Low
