loan_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default_flag
LN14759,25,102000,MORTGAGE,7.0,HOMEIMPROVEMENT,G,25000,20.16,1,0.25,1,4,1
LN14760,25,114000,MORTGAGE,4.0,EDUCATION,A,10000,9.32,0,0.09,0,4,0
LN14761,24,114000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000,9.76,0,0.13,0,3,0
LN14762,25,27336,OWN,9.0,VENTURE,C,5500,13.23,0,0.2,0,4,0
LN14763,23,36500,RENT,2.0,HOMEIMPROVEMENT,D,15000,15.65,1,0.41,0,3,1
LN14764,23,114600,MORTGAGE,7.0,EDUCATION,C,10000,13.06,0,0.09,0,3,0
LN14765,25,114996,MORTGAGE,7.0,DEBTCONSOLIDATION,C,5000,13.49,0,0.04,0,3,0
LN14766,24,27168,OWN,5.0,VENTURE,B,7500,9.99,0,0.28,0,2,0
LN14767,25,102996,MORTGAGE,4.0,DEBTCONSOLIDATION,D,20000,14.54,1,0.19,1,3,1
LN14768,26,114996,MORTGAGE,1.0,EDUCATION,B,24000,10.62,0,0.21,0,3,0
LN14769,23,115000,MORTGAGE,7.0,EDUCATION,C,10000,14.27,0,0.09,0,2,0
LN14770,24,42900,RENT,5.0,VENTURE,A,15000,7.49,1,0.35,0,2,1
LN14771,25,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,19000,13.49,0,0.17,0,4,0
LN14772,25,115000,MORTGAGE,9.0,PERSONAL,A,4000,6.03,0,0.03,0,4,0
LN14773,22,43000,RENT,0.0,EDUCATION,A,15000,8.49,1,0.35,0,2,1
LN14774,23,115000,MORTGAGE,4.0,EDUCATION,A,24000,7.9,0,0.21,0,3,0
LN14775,22,43000,RENT,7.0,DEBTCONSOLIDATION,B,15000,10.99,1,0.35,0,2,1
LN14776,24,37680,RENT,8.0,EDUCATION,G,15000,19.82,1,0.4,0,2,1
LN14777,24,115000,MORTGAGE,3.0,VENTURE,A,15000,6.03,0,0.13,0,2,0
LN14778,25,38400,RENT,3.0,DEBTCONSOLIDATION,B,15000,10.65,1,0.39,0,2,1
LN14779,25,115000,MORTGAGE,7.0,PERSONAL,A,18000,7.51,0,0.16,0,2,0
LN14780,23,115000,OWN,7.0,EDUCATION,C,5000,14.27,0,0.04,0,4,0
LN14781,25,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,7000,13.48,0,0.06,1,4,0
LN14782,25,115000,MORTGAGE,9.0,MEDICAL,C,19000,13.49,0,0.17,1,3,0
LN14783,23,45000,RENT,1.0,PERSONAL,A,15000,7.9,1,0.33,0,4,1
LN14784,23,115000,MORTGAGE,1.0,VENTURE,A,8000,8.49,0,0.07,0,4,0
LN14785,22,115000,MORTGAGE,6.0,VENTURE,A,12000,5.99,0,0.1,0,4,0
LN14786,23,115000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5600,5.42,0,0.05,0,3,0
LN14787,23,115000,MORTGAGE,3.0,EDUCATION,B,10000,10.59,0,0.09,0,2,0
LN14788,24,115000,OWN,8.0,DEBTCONSOLIDATION,D,35000,16.89,0,0.3,1,4,0
LN14789,25,115000,MORTGAGE,3.0,EDUCATION,A,7600,6.99,0,0.07,0,4,0
LN14790,23,45000,RENT,5.0,PERSONAL,A,15000,7.49,1,0.33,0,4,1
LN14791,22,103000,MORTGAGE,6.0,PERSONAL,B,15000,9.63,1,0.15,0,4,1
LN14792,26,45000,RENT,10.0,DEBTCONSOLIDATION,A,15000,7.29,1,0.33,0,4,1
LN14793,22,45000,RENT,0.0,DEBTCONSOLIDATION,B,15000,10.37,1,0.33,0,2,1
LN14794,23,39000,RENT,7.0,MEDICAL,D,15000,15.28,1,0.38,0,3,1
LN14795,26,45000,RENT,3.0,EDUCATION,B,15000,8.88,1,0.33,0,3,1
LN14796,22,115000,MORTGAGE,7.0,VENTURE,A,13600,7.29,0,0.12,0,3,0
LN14797,25,115000,MORTGAGE,1.0,EDUCATION,D,20000,15.65,0,0.17,1,2,0
LN14798,25,115000,MORTGAGE,4.0,VENTURE,A,20000,6.91,0,0.17,0,2,0
LN14799,23,45000,RENT,0.0,MEDICAL,B,15000,10.99,1,0.33,0,3,1
LN14800,25,115000,MORTGAGE,4.0,MEDICAL,A,4000,7.88,0,0.03,0,4,0
LN14801,24,115000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,1500,6.76,0,0.01,0,4,0
LN14802,24,115000,OWN,8.0,HOMEIMPROVEMENT,A,10000,7.51,0,0.09,0,3,0
LN14803,25,45000,RENT,0.0,MEDICAL,C,15000,13.48,1,0.33,0,2,1
LN14804,24,115000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,7.51,0,0.07,0,4,0
LN14805,26,115000,MORTGAGE,5.0,VENTURE,B,6000,10.75,0,0.05,0,2,0
LN14806,26,39000,RENT,1.0,VENTURE,D,15000,16.07,1,0.38,1,4,1
LN14807,26,103000,MORTGAGE,0.0,PERSONAL,C,14000,13.57,1,0.14,0,4,1
LN14808,25,115000,OWN,5.0,VENTURE,F,8000,19.13,0,0.07,1,2,0
LN14809,23,103000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,16750,15.31,1,0.16,0,2,1
LN14810,23,39000,RENT,1.0,EDUCATION,B,15000,12.21,1,0.38,0,4,1
LN14811,23,45000,RENT,7.0,PERSONAL,C,15000,12.84,1,0.33,0,3,1
LN14812,23,115000,MORTGAGE,3.0,EDUCATION,B,13000,11.83,0,0.11,0,4,0
LN14813,26,115000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,15000,12.87,0,0.13,1,3,0
LN14814,24,115000,MORTGAGE,8.0,EDUCATION,B,15000,11.48,0,0.13,0,3,0
LN14815,25,45000,RENT,4.0,DEBTCONSOLIDATION,C,15000,13.48,1,0.33,0,3,1
LN14816,26,39000,RENT,3.0,MEDICAL,D,15000,15.37,1,0.38,0,2,1
LN14817,26,115000,MORTGAGE,3.0,EDUCATION,C,20000,13.16,0,0.17,1,2,0
LN14818,25,115000,MORTGAGE,4.0,VENTURE,C,25000,12.53,0,0.22,1,4,0
LN14819,21,115000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,20000,10.83,0,0.17,0,4,0
LN14820,25,39000,RENT,4.0,HOMEIMPROVEMENT,D,15000,12.92,1,0.38,0,2,1
LN14821,25,115200,MORTGAGE,1.0,VENTURE,A,14000,6.62,0,0.12,0,3,0
LN14822,26,115200,MORTGAGE,10.0,DEBTCONSOLIDATION,C,4500,11.97,0,0.04,1,2,0
LN14823,26,46890,RENT,9.0,PERSONAL,C,15000,12.99,1,0.32,1,3,1
LN14824,24,115500,MORTGAGE,2.0,EDUCATION,D,3200,16.29,0,0.03,0,2,0
LN14825,26,47000,RENT,7.0,MEDICAL,A,15000,7.9,1,0.32,0,4,1
LN14826,24,115500,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10000,7.75,0,0.09,0,4,0
LN14827,26,115600,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9925,7.29,0,0.09,0,4,0
LN14828,20,115731,MORTGAGE,4.0,DEBTCONSOLIDATION,B,9625,10.74,0,0.08,0,3,0
LN14829,25,115731,MORTGAGE,3.0,HOMEIMPROVEMENT,A,7200,7.14,0,0.06,0,4,0
LN14830,24,115800,MORTGAGE,5.0,PERSONAL,B,12000,10.99,0,0.1,0,3,0
LN14831,24,47000,RENT,8.0,VENTURE,E,15000,18.64,1,0.32,0,4,1
LN14832,25,116000,MORTGAGE,0.0,EDUCATION,D,35000,17.58,0,0.3,1,4,0
LN14833,23,116000,MORTGAGE,8.0,EDUCATION,D,15825,15.62,0,0.14,1,4,0
LN14834,22,116000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,12000,10.25,0,0.1,0,4,0
LN14835,23,47000,RENT,3.0,VENTURE,B,15000,11.48,1,0.32,0,4,1
LN14836,25,31000,RENT,2.0,EDUCATION,A,1800,8.32,0,0.06,0,2,0
LN14837,25,116000,MORTGAGE,9.0,VENTURE,B,19950,9.96,0,0.17,0,4,0
LN14838,23,116004,MORTGAGE,1.0,PERSONAL,C,14000,12.99,0,0.12,0,2,0
LN14839,22,33000,RENT,1.0,EDUCATION,A,1800,5.42,0,0.05,0,2,0
LN14840,26,116004,MORTGAGE,11.0,VENTURE,B,20000,12.21,0,0.17,0,2,0
LN14841,23,33195,RENT,5.0,EDUCATION,B,1800,11.99,0,0.05,0,4,0
LN14842,24,26400,OWN,8.0,VENTURE,B,3000,10.59,0,0.11,0,2,0
LN14843,24,33660,RENT,3.0,PERSONAL,A,1800,7.51,0,0.05,0,4,0
LN14844,21,34000,RENT,4.0,EDUCATION,B,1800,11.49,0,0.05,0,4,0
LN14845,22,116700,MORTGAGE,0.0,EDUCATION,A,6000,8.49,0,0.05,0,4,0
LN14846,23,35000,RENT,4.0,EDUCATION,B,1800,10.59,0,0.05,0,3,0
LN14847,23,104736,MORTGAGE,3.0,DEBTCONSOLIDATION,D,25000,14.11,1,0.24,1,2,1
LN14848,24,26400,OWN,4.0,VENTURE,A,9600,7.49,0,0.36,0,2,0
LN14849,24,35000,RENT,0.0,MEDICAL,A,1800,7.14,0,0.05,0,2,0
LN14850,21,26400,OWN,3.0,DEBTCONSOLIDATION,D,3000,14.54,0,0.11,0,4,0
LN14851,24,117000,MORTGAGE,8.0,MEDICAL,A,10800,7.49,0,0.09,0,3,0
LN14852,26,35000,RENT,3.0,MEDICAL,B,1800,11.36,0,0.05,0,3,0
LN14853,22,117000,MORTGAGE,6.0,EDUCATION,A,11000,6.92,0,0.09,0,4,0
LN14854,25,30000,RENT,9.0,MEDICAL,A,1800,8.49,1,0.06,0,2,1
LN14855,21,117000,MORTGAGE,3.0,PERSONAL,D,4800,14.54,0,0.04,0,4,0
LN14856,26,26400,OWN,8.0,HOMEIMPROVEMENT,A,8000,5.79,0,0.3,0,4,0
LN14857,26,117000,OWN,10.0,VENTURE,B,7200,10.74,0,0.06,0,4,0
LN14858,23,117000,MORTGAGE,7.0,MEDICAL,B,3700,10.74,0,0.03,0,3,0
LN14859,26,117000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000,7.51,0,0.05,0,4,0
LN14860,26,117000,MORTGAGE,4.0,MEDICAL,A,14400,7.49,0,0.12,0,3,0
LN14861,22,89250,MORTGAGE,3.0,MEDICAL,B,25000,12.53,1,0.24,0,4,1
LN14862,23,117000,MORTGAGE,8.0,VENTURE,E,14000,15.68,0,0.12,1,4,0
LN14863,22,26400,OWN,1.0,PERSONAL,C,7300,13.61,0,0.28,1,2,0
LN14864,23,37500,RENT,0.0,DEBTCONSOLIDATION,A,1800,8.94,0,0.05,0,4,0
LN14865,22,117000,MORTGAGE,6.0,EDUCATION,D,7500,13.24,0,0.06,0,2,0
LN14866,25,117014,MORTGAGE,5.0,VENTURE,A,8400,7.29,0,0.07,0,4,0
LN14867,23,117696,MORTGAGE,2.0,EDUCATION,A,15000,6.03,0,0.13,0,3,0
LN14868,24,117996,MORTGAGE,6.0,VENTURE,E,18000,17.04,0,0.15,1,3,0
LN14869,24,118000,MORTGAGE,4.0,VENTURE,A,28000,7.9,0,0.24,0,4,0
LN14870,22,34000,RENT,7.0,EDUCATION,C,1800,13.48,1,0.05,0,2,1
LN14871,26,118000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,25000,7.9,0,0.21,0,2,0
LN14872,26,40000,RENT,0.0,VENTURE,C,1800,13.23,0,0.04,1,3,0
LN14873,24,118000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,5000,5.42,0,0.04,0,2,0
LN14874,23,90100,MORTGAGE,7.0,MEDICAL,E,21600,16.82,1,0.2,1,2,1
LN14875,21,26300,OWN,4.0,MEDICAL,A,7500,6.62,0,0.29,0,4,0
LN14876,25,118000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,15000,7.88,0,0.13,0,4,0
LN14877,25,118000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,25000,11.12,0,0.21,0,2,0
LN14878,23,118000,MORTGAGE,4.0,PERSONAL,C,12000,13.11,0,0.1,0,3,0
LN14879,23,47000,RENT,1.0,PERSONAL,C,15000,12.04,1,0.32,1,2,1
LN14880,21,118000,OWN,5.0,VENTURE,A,14000,7.88,0,0.12,0,3,0
LN14881,22,26232,OWN,4.0,MEDICAL,A,6000,6.03,0,0.23,0,2,0
LN14882,25,118000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,2000,7.12,0,0.02,0,2,0
LN14883,25,118189,MORTGAGE,9.0,VENTURE,B,25000,11.49,0,0.21,0,3,0
LN14884,22,48000,RENT,6.0,EDUCATION,C,15000,15.96,1,0.31,0,3,1
LN14885,25,118443,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4900,7.49,0,0.04,0,2,0
LN14886,25,118450,MORTGAGE,4.0,DEBTCONSOLIDATION,B,15000,10.37,0,0.13,0,4,0
LN14887,22,118812,MORTGAGE,6.0,MEDICAL,C,15000,13.35,0,0.13,0,2,0
LN14888,24,42000,RENT,8.0,EDUCATION,C,15000,15.27,1,0.36,0,3,1
LN14889,22,119000,MORTGAGE,6.0,PERSONAL,D,35000,16.49,0,0.29,0,3,0
LN14890,22,107000,MORTGAGE,6.0,HOMEIMPROVEMENT,E,24000,19.69,1,0.22,1,2,1
LN14891,22,42000,RENT,6.0,MEDICAL,B,15000,9.63,1,0.36,0,3,1
LN14892,26,48000,RENT,1.0,PERSONAL,C,15000,13.48,1,0.31,1,2,1
LN14893,23,48000,RENT,5.0,EDUCATION,A,15000,6.91,1,0.31,0,2,1
LN14894,26,119000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9000,7.74,0,0.08,0,4,0
LN14895,26,119000,MORTGAGE,6.0,VENTURE,D,15000,14.42,0,0.13,0,2,0
LN14896,23,119496,MORTGAGE,7.0,EDUCATION,A,12000,7.88,0,0.1,0,4,0
LN14897,23,119500,MORTGAGE,4.0,PERSONAL,A,24000,7.51,0,0.2,0,2,0
LN14898,24,119500,OWN,8.0,HOMEIMPROVEMENT,B,3500,12.18,0,0.03,0,2,0
LN14899,22,26000,OWN,2.0,EDUCATION,A,7100,7.49,0,0.27,0,2,0
LN14900,25,120000,MORTGAGE,4.0,EDUCATION,B,10000,9.91,0,0.08,0,4,0
LN14901,25,48000,RENT,9.0,PERSONAL,B,15000,10.99,1,0.31,0,2,1
LN14902,23,48000,RENT,2.0,DEBTCONSOLIDATION,B,15000,10.75,1,0.31,0,3,1
LN14903,22,48000,RENT,6.0,EDUCATION,A,15000,7.51,1,0.31,0,2,1
LN14904,21,48000,RENT,1.0,PERSONAL,B,15000,11.48,1,0.31,0,3,1
LN14905,24,120000,MORTGAGE,8.0,EDUCATION,A,10000,6.03,0,0.08,0,4,0
LN14906,26,120000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,23000,6.62,0,0.19,0,3,0
LN14907,22,48000,RENT,5.0,MEDICAL,B,15000,11.89,1,0.31,0,4,1
LN14908,24,120000,MORTGAGE,8.0,VENTURE,A,20000,7.9,0,0.17,0,4,0
LN14909,22,120000,MORTGAGE,4.0,EDUCATION,A,6000,8.9,0,0.05,0,3,0
LN14910,26,120000,MORTGAGE,4.0,VENTURE,B,25000,12.69,0,0.21,0,2,0
LN14911,23,120000,MORTGAGE,7.0,VENTURE,B,4400,11.71,0,0.04,0,3,0
LN14912,23,48800,RENT,3.0,EDUCATION,B,15000,11.36,1,0.31,0,4,1
LN14913,25,43000,RENT,9.0,MEDICAL,D,15000,15.57,1,0.35,0,3,1
LN14914,25,49000,RENT,5.0,MEDICAL,B,15000,12.18,1,0.31,0,4,1
LN14915,24,49812,RENT,4.0,MEDICAL,A,15000,6.17,0,0.3,0,3,0
LN14916,25,120000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,3000,14.27,0,0.03,1,4,0
LN14917,22,120000,MORTGAGE,6.0,EDUCATION,B,8000,12.69,0,0.07,0,2,0
LN14918,22,120000,MORTGAGE,3.0,PERSONAL,B,8900,11.71,0,0.07,0,2,0
LN14919,22,50000,RENT,6.0,EDUCATION,A,15000,6.03,0,0.3,0,2,0
LN14920,25,120000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,21000,7.9,0,0.17,0,2,0
LN14921,25,120000,MORTGAGE,5.0,PERSONAL,A,28000,7.9,0,0.23,0,2,0
LN14922,23,120000,MORTGAGE,4.0,EDUCATION,B,2400,12.42,0,0.02,0,3,0
LN14923,25,120000,MORTGAGE,7.0,EDUCATION,C,15000,14.65,0,0.13,0,4,0
LN14924,23,108000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,10000,15.31,1,0.09,1,2,1
LN14925,26,50000,RENT,3.0,EDUCATION,B,15000,9.91,0,0.3,0,3,0
LN14926,24,50000,RENT,0.0,EDUCATION,C,15000,13.49,0,0.3,1,4,0
LN14927,25,120000,MORTGAGE,5.0,MEDICAL,A,10000,6.62,0,0.08,0,3,0
LN14928,24,25920,OWN,4.0,EDUCATION,D,3250,15.99,0,0.13,1,4,0
LN14929,23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,10000,9.91,0,0.08,0,3,0
LN14930,23,120000,MORTGAGE,8.0,EDUCATION,B,4000,10.65,0,0.03,0,2,0
LN14931,22,25899,OWN,7.0,VENTURE,B,6250,12.69,0,0.24,0,2,0
LN14932,23,120000,MORTGAGE,3.0,VENTURE,A,5000,8.9,0,0.04,0,4,0
LN14933,24,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,7000,15.62,0,0.06,0,2,0
LN14934,25,120000,MORTGAGE,9.0,MEDICAL,A,5000,8.49,0,0.04,0,3,0
LN14935,26,120000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,5600,13.49,0,0.05,1,3,0
LN14936,23,120000,MORTGAGE,7.0,MEDICAL,A,8500,5.42,0,0.07,0,4,0
LN14937,22,44000,RENT,5.0,HOMEIMPROVEMENT,B,15000,11.11,1,0.34,0,3,1
LN14938,23,120000,MORTGAGE,3.0,MEDICAL,B,30000,11.49,0,0.25,0,4,0
LN14939,22,120000,MORTGAGE,0.0,EDUCATION,D,16800,15.62,0,0.14,0,4,0
LN14940,26,120000,MORTGAGE,11.0,VENTURE,A,10000,5.99,0,0.08,0,4,0
LN14941,23,50000,RENT,7.0,PERSONAL,B,15000,10.37,0,0.3,0,3,0
LN14942,24,120000,MORTGAGE,8.0,PERSONAL,B,8575,10.99,0,0.07,0,3,0
LN14943,24,91800,OWN,8.0,MEDICAL,E,10000,19.29,1,0.09,0,2,1
LN14944,26,108000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,11.49,1,0.14,0,3,1
LN14945,25,120000,MORTGAGE,9.0,PERSONAL,C,21000,13.49,0,0.17,0,4,0
LN14946,23,120000,MORTGAGE,7.0,EDUCATION,A,12000,5.42,0,0.1,0,3,0
LN14947,25,120000,MORTGAGE,2.0,PERSONAL,F,10000,20.99,0,0.08,0,4,0
LN14948,22,120000,MORTGAGE,3.0,MEDICAL,C,5000,14.79,0,0.04,0,2,0
LN14949,24,120000,MORTGAGE,9.0,EDUCATION,B,20000,9.99,0,0.17,0,4,0
LN14950,24,120000,OWN,8.0,EDUCATION,A,5275,5.42,0,0.04,0,4,0
LN14951,23,120000,MORTGAGE,7.0,MEDICAL,A,6000,6.99,0,0.05,0,3,0
LN14952,23,50000,RENT,1.0,VENTURE,C,15000,13.61,0,0.3,0,3,0
LN14953,22,120000,MORTGAGE,6.0,VENTURE,A,12000,7.49,0,0.1,0,4,0
LN14954,24,120000,MORTGAGE,5.0,PERSONAL,A,16000,6.99,0,0.13,0,4,0
LN14955,23,50000,RENT,7.0,PERSONAL,A,15000,7.88,0,0.3,0,4,0
LN14956,24,91800,MORTGAGE,8.0,MEDICAL,D,5000,15.99,1,0.05,0,2,1
LN14957,23,120000,MORTGAGE,5.0,MEDICAL,B,6000,9.99,0,0.05,0,3,0
LN14958,25,44000,RENT,1.0,EDUCATION,D,15000,14.59,1,0.34,0,4,1
LN14959,24,50000,RENT,2.0,VENTURE,B,15000,11.36,0,0.3,0,2,0
LN14960,24,120000,MORTGAGE,3.0,MEDICAL,A,4800,5.99,0,0.04,0,4,0
LN14961,24,120000,MORTGAGE,8.0,PERSONAL,C,20000,12.99,0,0.17,1,2,0
LN14962,23,120000,OWN,7.0,VENTURE,B,3600,10.59,0,0.03,0,4,0
LN14963,22,120000,MORTGAGE,3.0,MEDICAL,A,22000,7.49,0,0.18,0,3,0
LN14964,23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3750,5.42,0,0.03,0,3,0
LN14965,26,120000,MORTGAGE,5.0,EDUCATION,B,13000,10.99,0,0.11,0,2,0
LN14966,25,120000,MORTGAGE,7.0,MEDICAL,A,14500,7.49,0,0.12,0,4,0
LN14967,26,120000,MORTGAGE,10.0,MEDICAL,C,5000,13.49,0,0.04,1,2,0
LN14968,26,120000,MORTGAGE,5.0,EDUCATION,A,8000,7.29,0,0.07,0,2,0
LN14969,25,120000,MORTGAGE,9.0,PERSONAL,A,10000,5.42,0,0.08,0,4,0
LN14970,26,50004,RENT,3.0,VENTURE,C,15000,13.72,0,0.3,1,4,0
LN14971,22,50004,RENT,6.0,VENTURE,D,15000,15.05,0,0.3,1,2,0
LN14972,23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,10.99,0,0.13,0,4,0
LN14973,23,120000,MORTGAGE,7.0,EDUCATION,B,18225,10.99,0,0.15,0,3,0
LN14974,24,120000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,14000,10.74,0,0.12,0,3,0
LN14975,22,44172,RENT,4.0,PERSONAL,B,15000,10.37,1,0.34,0,3,1
LN14976,26,50400,RENT,10.0,HOMEIMPROVEMENT,B,15000,10.75,0,0.3,0,2,0
LN14977,25,120000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,28000,10.74,0,0.23,0,3,0
LN14978,25,50500,RENT,4.0,VENTURE,B,15000,11.14,0,0.3,0,4,0
LN14979,25,120000,MORTGAGE,9.0,PERSONAL,B,10000,10.37,0,0.08,0,3,0
LN14980,26,120000,MORTGAGE,10.0,MEDICAL,A,10000,5.42,0,0.08,0,2,0
LN14981,26,120000,MORTGAGE,0.0,EDUCATION,A,6000,7.49,0,0.05,0,2,0
LN14982,22,120000,MORTGAGE,2.0,EDUCATION,A,17400,7.66,0,0.14,0,2,0
LN14983,22,51000,RENT,6.0,DEBTCONSOLIDATION,B,15000,11.11,0,0.29,0,4,0
LN14984,23,120000,MORTGAGE,7.0,VENTURE,C,6000,13.06,0,0.05,0,4,0
LN14985,25,25000,OWN,9.0,VENTURE,A,6000,7.51,0,0.24,0,2,0
LN14986,24,51000,RENT,6.0,MEDICAL,B,15000,11.12,0,0.29,0,3,0
LN14987,23,120000,MORTGAGE,2.0,PERSONAL,D,24250,16.02,0,0.2,1,4,0
LN14988,25,51000,RENT,1.0,VENTURE,C,15000,13.48,0,0.29,1,4,0
LN14989,23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,16000,10.37,0,0.13,0,3,0
LN14990,24,120000,OWN,8.0,PERSONAL,D,15000,15.28,0,0.13,0,3,0
LN14991,25,120000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,10.99,0,0.08,0,2,0
LN14992,25,120000,MORTGAGE,2.0,EDUCATION,B,13000,9.99,0,0.11,0,4,0
LN14993,26,120000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,10.99,0,0.21,0,3,0
LN14994,26,91800,MORTGAGE,10.0,MEDICAL,E,10000,16.32,1,0.09,1,4,1
LN14995,24,51500,RENT,8.0,EDUCATION,A,15000,8.49,0,0.29,0,2,0
LN14996,22,25000,OWN,4.0,VENTURE,A,5000,6.03,0,0.2,0,2,0
LN14997,25,25000,OWN,4.0,EDUCATION,A,8500,6.03,0,0.34,0,2,0
LN14998,24,51996,RENT,2.0,MEDICAL,C,15000,13.22,0,0.29,0,3,0
LN14999,26,120000,MORTGAGE,2.0,EDUCATION,A,10000,5.42,0,0.08,0,4,0
LN15000,24,120000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,8400,13.72,0,0.07,1,2,0
LN15001,23,46000,RENT,3.0,MEDICAL,D,15000,16.0,1,0.33,0,4,1
LN15002,23,52000,RENT,7.0,VENTURE,C,15000,14.26,0,0.29,0,3,0
LN15003,24,120000,MORTGAGE,0.0,EDUCATION,D,25000,15.2,0,0.21,1,3,0
LN15004,25,52000,RENT,4.0,EDUCATION,B,15000,12.18,0,0.29,0,4,0
LN15005,25,120000,MORTGAGE,9.0,PERSONAL,C,25000,13.72,0,0.21,0,3,0
LN15006,25,120000,MORTGAGE,7.0,MEDICAL,A,4000,5.42,0,0.03,0,3,0
LN15007,22,52500,RENT,2.0,EDUCATION,B,15000,10.37,0,0.29,0,3,0
LN15008,25,120000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,9500,5.42,0,0.08,0,2,0
LN15009,23,108000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,4000,13.48,1,0.04,0,2,1
LN15010,23,120000,MORTGAGE,5.0,EDUCATION,A,14000,7.49,0,0.12,0,3,0
LN15011,24,120000,MORTGAGE,1.0,MEDICAL,A,3000,6.39,0,0.03,0,3,0
LN15012,23,120000,MORTGAGE,4.0,VENTURE,A,10000,7.49,0,0.08,0,2,0
LN15013,23,120000,MORTGAGE,2.0,EDUCATION,A,6000,6.76,0,0.05,0,3,0
LN15014,23,120000,MORTGAGE,7.0,EDUCATION,C,8000,13.61,0,0.07,1,2,0
LN15015,24,91800,MORTGAGE,8.0,MEDICAL,D,15000,16.32,1,0.14,1,2,1
LN15016,22,52596,RENT,1.0,PERSONAL,B,15000,10.74,0,0.29,0,2,0
LN15017,26,120000,MORTGAGE,3.0,PERSONAL,A,4600,6.39,0,0.04,0,2,0
LN15018,23,120000,MORTGAGE,8.0,MEDICAL,A,10000,7.88,0,0.08,0,2,0
LN15019,26,120000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4000,7.14,0,0.03,0,3,0
LN15020,24,23000,RENT,2.0,EDUCATION,C,1600,13.48,0,0.07,1,2,0
LN15021,23,120000,MORTGAGE,7.0,EDUCATION,A,10000,7.51,0,0.08,0,3,0
LN15022,23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4900,7.14,0,0.04,0,4,0
LN15023,24,23000,RENT,2.0,EDUCATION,A,1600,7.68,0,0.07,0,2,0
LN15024,25,25000,RENT,1.0,DEBTCONSOLIDATION,B,1600,9.99,0,0.06,0,3,0
LN15025,24,120000,MORTGAGE,2.0,PERSONAL,A,12000,7.51,0,0.1,0,3,0
LN15026,25,25000,RENT,4.0,MEDICAL,C,1600,12.98,0,0.06,0,3,0
LN15027,24,25000,RENT,3.0,PERSONAL,C,1600,12.53,0,0.06,0,3,0
LN15028,26,25200,RENT,0.0,VENTURE,C,1600,13.48,0,0.06,1,2,0
LN15029,23,26000,RENT,1.0,PERSONAL,D,1600,16.29,1,0.06,1,3,1
LN15030,25,120000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,6.76,0,0.05,0,3,0
LN15031,26,120000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,10000,14.59,0,0.08,1,2,0
LN15032,22,26880,RENT,2.0,DEBTCONSOLIDATION,B,1600,11.12,0,0.06,0,2,0
LN15033,22,28150,RENT,0.0,MEDICAL,A,1600,6.39,0,0.06,0,4,0
LN15034,25,28800,RENT,2.0,MEDICAL,A,1600,6.62,0,0.06,0,2,0
LN15035,23,29124,RENT,3.0,EDUCATION,B,1600,10.83,0,0.05,0,4,0
LN15036,26,120000,MORTGAGE,10.0,PERSONAL,C,10000,12.73,0,0.08,0,3,0
