loan_id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
LN21746,29,female,Master,65623,5,RENT,6000,DEBTCONSOLIDATION,7.9,0.09,7,707,No,0
LN21747,28,male,Associate,65873,4,RENT,6000,VENTURE,5.42,0.09,5,620,No,0
LN21748,30,male,High School,61429,8,MORTGAGE,10000,MEDICAL,11.01,0.16,6,526,Yes,0
LN21749,27,male,High School,65971,2,RENT,6000,VENTURE,14.59,0.09,5,629,Yes,0
LN21750,29,male,High School,59802,6,RENT,6000,PERSONAL,13.99,0.1,6,660,No,1
LN21751,31,male,High School,59620,9,RENT,6000,HOMEIMPROVEMENT,10.59,0.1,9,568,No,1
LN21752,28,male,Associate,67100,6,RENT,6000,MEDICAL,10.74,0.09,8,581,Yes,0
LN21753,30,male,Bachelor,61050,7,MORTGAGE,1000,MEDICAL,11.01,0.02,6,713,No,0
LN21754,33,female,Bachelor,66946,11,RENT,6000,EDUCATION,13.35,0.09,5,696,No,0
LN21755,31,male,High School,67068,6,RENT,6000,PERSONAL,10.38,0.09,6,634,Yes,0
LN21756,34,female,Associate,54022,13,MORTGAGE,4500,DEBTCONSOLIDATION,12.98,0.08,6,613,No,1
LN21757,29,male,High School,66899,6,RENT,6000,DEBTCONSOLIDATION,11.01,0.09,9,653,No,0
LN21758,28,female,High School,61559,6,OWN,8500,HOMEIMPROVEMENT,14.83,0.14,5,639,Yes,0
LN21759,31,female,Bachelor,67706,6,RENT,6000,EDUCATION,11.99,0.09,6,643,Yes,0
LN21760,30,male,Associate,67898,12,RENT,6000,MEDICAL,10.25,0.09,5,648,Yes,0
LN21761,30,female,High School,61004,6,MORTGAGE,1400,DEBTCONSOLIDATION,10.36,0.02,8,583,Yes,0
LN21762,31,male,Bachelor,67985,12,RENT,6000,DEBTCONSOLIDATION,13.98,0.09,9,712,Yes,0
LN21763,28,male,High School,69769,5,RENT,6000,HOMEIMPROVEMENT,13.49,0.09,8,527,Yes,0
LN21764,31,female,Bachelor,69537,9,RENT,6000,VENTURE,7.29,0.09,10,675,No,0
LN21765,28,female,Associate,60983,8,MORTGAGE,3000,VENTURE,10.36,0.05,7,657,No,0
LN21766,34,female,Master,69795,9,RENT,6000,HOMEIMPROVEMENT,11.83,0.09,6,717,No,0
LN21767,29,male,Bachelor,69703,5,RENT,6000,MEDICAL,9.91,0.09,10,661,No,0
LN21768,35,male,Bachelor,70523,12,RENT,6000,HOMEIMPROVEMENT,13.57,0.09,8,735,Yes,0
LN21769,27,male,High School,53972,6,MORTGAGE,24000,DEBTCONSOLIDATION,8.88,0.44,9,633,No,1
LN21770,29,male,Master,71722,6,RENT,6000,DEBTCONSOLIDATION,10.37,0.08,7,572,No,0
LN21771,29,male,Master,72055,6,RENT,6000,EDUCATION,7.88,0.08,9,713,No,0
LN21772,32,male,Bachelor,71860,7,RENT,6000,HOMEIMPROVEMENT,11.49,0.08,8,647,Yes,0
LN21773,30,male,Master,60856,9,OWN,5000,EDUCATION,7.14,0.08,7,673,Yes,0
LN21774,32,male,Bachelor,72524,8,RENT,6000,PERSONAL,13.22,0.08,10,632,Yes,0
LN21775,32,male,High School,61384,5,MORTGAGE,5400,EDUCATION,7.14,0.09,9,505,Yes,0
LN21776,30,female,Associate,60879,10,OWN,10000,DEBTCONSOLIDATION,15.95,0.16,7,673,Yes,0
LN21777,32,female,Associate,72543,8,RENT,6000,EDUCATION,13.36,0.08,8,683,No,0
LN21778,27,female,Bachelor,72556,7,RENT,6000,HOMEIMPROVEMENT,14.59,0.08,7,691,Yes,0
LN21779,29,female,Bachelor,73316,11,RENT,6000,EDUCATION,15.96,0.08,7,590,Yes,0
LN21780,34,male,Master,54039,12,MORTGAGE,4000,MEDICAL,15.95,0.07,9,614,No,1
LN21781,29,female,Associate,73007,8,RENT,6000,HOMEIMPROVEMENT,14.79,0.08,9,672,Yes,0
LN21782,32,female,Associate,72939,10,RENT,6000,DEBTCONSOLIDATION,10.36,0.08,7,614,Yes,0
LN21783,32,male,Associate,65756,5,RENT,6000,HOMEIMPROVEMENT,15.95,0.09,7,540,No,1
LN21784,27,male,High School,72341,4,RENT,6000,DEBTCONSOLIDATION,9.25,0.08,9,633,Yes,0
LN21785,32,male,Master,72767,9,RENT,6000,MEDICAL,13.98,0.08,5,638,No,0
LN21786,30,male,Bachelor,60969,4,MORTGAGE,16000,PERSONAL,10.38,0.26,7,659,No,0
LN21787,32,female,Bachelor,73126,13,RENT,6000,PERSONAL,11.36,0.08,8,579,Yes,0
LN21788,27,male,High School,72919,6,RENT,6000,PERSONAL,8.94,0.08,9,602,Yes,0
LN21789,32,female,Bachelor,61233,9,MORTGAGE,9600,PERSONAL,6.76,0.16,9,720,No,0
LN21790,30,female,High School,60808,7,MORTGAGE,5000,VENTURE,7.88,0.08,5,679,No,0
LN21791,34,female,High School,73065,12,RENT,6000,VENTURE,8,0.08,9,701,No,0
LN21792,27,male,Bachelor,53886,5,MORTGAGE,6000,EDUCATION,13.23,0.11,8,627,No,1
LN21793,29,female,Associate,73004,4,RENT,6000,HOMEIMPROVEMENT,10.01,0.08,10,611,Yes,0
LN21794,27,male,Master,72949,3,RENT,6000,HOMEIMPROVEMENT,8,0.08,5,672,No,0
LN21795,32,male,High School,61008,12,MORTGAGE,6000,PERSONAL,6.76,0.1,6,561,Yes,0
LN21796,33,female,Associate,74259,11,RENT,6000,EDUCATION,10.39,0.08,7,672,Yes,0
LN21797,30,male,Bachelor,74954,8,RENT,6000,VENTURE,15.96,0.08,9,693,Yes,0
LN21798,34,male,Bachelor,60986,11,MORTGAGE,5000,HOMEIMPROVEMENT,11.01,0.08,10,682,No,0
LN21799,33,female,Bachelor,74646,6,RENT,6000,EDUCATION,5.79,0.08,10,654,No,0
LN21800,32,male,Bachelor,75898,8,RENT,6000,MEDICAL,11.01,0.08,5,684,No,0
LN21801,34,female,High School,75326,13,RENT,6000,HOMEIMPROVEMENT,7.49,0.08,9,600,Yes,0
LN21802,32,male,Master,28432,11,RENT,7125,VENTURE,15.28,0.25,5,690,No,1
LN21803,32,female,Bachelor,63511,10,RENT,7125,PERSONAL,7.49,0.11,10,696,Yes,0
LN21804,31,female,Doctorate,61271,10,MORTGAGE,12000,DEBTCONSOLIDATION,7.88,0.2,6,580,Yes,0
LN21805,30,female,Associate,61307,4,OWN,3000,VENTURE,14.22,0.05,10,664,Yes,0
LN21806,27,female,Associate,50395,6,RENT,7100,MEDICAL,7.88,0.14,10,611,Yes,0
LN21807,31,female,Bachelor,60947,13,MORTGAGE,2000,VENTURE,6.39,0.03,7,637,Yes,0
LN21808,35,female,High School,31209,12,RENT,7050,DEBTCONSOLIDATION,12.23,0.23,7,663,No,0
LN21809,35,male,Doctorate,97245,15,RENT,7050,DEBTCONSOLIDATION,8.88,0.07,5,703,Yes,0
LN21810,31,female,Master,60653,7,MORTGAGE,5000,DEBTCONSOLIDATION,10.62,0.08,10,635,Yes,0
LN21811,31,male,Master,61156,9,OWN,16000,HOMEIMPROVEMENT,13.85,0.26,6,663,Yes,0
LN21812,27,male,Bachelor,24736,5,RENT,7025,PERSONAL,5.42,0.28,9,538,No,1
LN21813,28,male,Master,61079,5,MORTGAGE,3000,PERSONAL,11.01,0.05,10,661,Yes,0
LN21814,31,male,Bachelor,16604,5,RENT,7000,HOMEIMPROVEMENT,9.62,0.42,9,686,No,1
LN21815,29,female,Bachelor,18522,11,RENT,7000,PERSONAL,12.84,0.38,5,702,No,1
LN21816,30,male,Bachelor,18525,7,RENT,7000,DEBTCONSOLIDATION,6.76,0.38,5,654,No,1
LN21817,27,female,High School,19069,5,RENT,7000,HOMEIMPROVEMENT,12.21,0.37,10,584,No,1
LN21818,27,male,Bachelor,61013,5,MORTGAGE,10750,HOMEIMPROVEMENT,13.48,0.18,5,632,No,0
LN21819,34,male,Master,61223,15,MORTGAGE,6000,EDUCATION,7.14,0.1,8,723,No,0
LN21820,29,female,Associate,61039,7,MORTGAGE,10000,MEDICAL,7.88,0.16,8,673,Yes,0
LN21821,29,male,High School,22851,6,RENT,7000,VENTURE,10.99,0.31,5,613,No,1
LN21822,27,female,Bachelor,60801,5,MORTGAGE,15000,VENTURE,9.88,0.25,8,534,Yes,0
LN21823,27,female,Bachelor,25200,0,RENT,7000,MEDICAL,11.01,0.28,5,509,No,1
LN21824,33,female,High School,25115,10,RENT,7000,DEBTCONSOLIDATION,9.45,0.28,8,608,No,1
LN21825,29,female,Associate,25913,5,RENT,7000,MEDICAL,13.72,0.27,10,524,No,1
LN21826,32,male,High School,61125,14,MORTGAGE,5000,MEDICAL,8.59,0.08,9,616,Yes,0
LN21827,27,male,Master,28867,4,RENT,7000,EDUCATION,15.7,0.24,5,565,No,1
LN21828,31,female,Bachelor,29512,8,RENT,7000,MEDICAL,7.51,0.24,7,590,No,0
LN21829,27,male,Associate,29631,4,RENT,7000,DEBTCONSOLIDATION,10.75,0.24,10,668,Yes,0
LN21830,30,male,Bachelor,61024,6,MORTGAGE,5000,PERSONAL,11.01,0.08,5,674,Yes,0
LN21831,28,male,Bachelor,31375,0,RENT,7000,DEBTCONSOLIDATION,12.53,0.22,8,661,No,0
LN21832,27,female,Master,61113,2,OWN,4500,EDUCATION,14.61,0.07,6,660,Yes,0
LN21833,27,male,High School,31110,4,RENT,7000,MEDICAL,8.9,0.23,10,675,Yes,0
LN21834,28,male,Bachelor,30806,5,RENT,7000,VENTURE,6.92,0.23,6,669,No,0
LN21835,28,male,Bachelor,60816,1,MORTGAGE,7000,EDUCATION,8.59,0.12,9,651,No,0
LN21836,31,male,Associate,69787,8,RENT,6000,EDUCATION,11.01,0.09,8,605,No,1
LN21837,29,female,High School,76648,3,RENT,6000,PERSONAL,7.51,0.08,7,662,Yes,0
LN21838,30,male,Associate,76531,11,RENT,6000,HOMEIMPROVEMENT,11.01,0.08,7,677,Yes,0
LN21839,28,male,Bachelor,61217,7,MORTGAGE,5000,DEBTCONSOLIDATION,7.74,0.08,6,615,Yes,0
LN21840,33,female,Associate,77447,12,RENT,6000,MEDICAL,11.01,0.08,8,473,Yes,0
LN21841,30,female,Master,77386,8,RENT,6000,MEDICAL,11.49,0.08,7,606,Yes,0
LN21842,27,female,Bachelor,79350,7,RENT,6000,HOMEIMPROVEMENT,14.65,0.08,7,560,Yes,0
LN21843,31,female,Master,78532,8,RENT,6000,VENTURE,6.99,0.08,10,703,No,0
LN21844,31,male,Associate,79099,13,RENT,6000,EDUCATION,11.49,0.08,6,565,Yes,0
LN21845,29,female,Bachelor,61009,6,MORTGAGE,3250,DEBTCONSOLIDATION,14.26,0.05,5,556,No,0
LN21846,32,female,Bachelor,79104,11,RENT,6000,MEDICAL,7.49,0.08,5,532,Yes,0
LN21847,29,female,Master,78910,4,RENT,6000,VENTURE,11.14,0.08,10,643,Yes,0
LN21848,27,female,Associate,78981,4,RENT,6000,MEDICAL,11.14,0.08,9,652,No,0
LN21849,35,male,Bachelor,79196,10,RENT,6000,DEBTCONSOLIDATION,7.29,0.08,10,599,Yes,0
LN21850,33,female,High School,60996,10,OWN,1200,PERSONAL,14.26,0.02,6,648,No,0
LN21851,27,female,Associate,60996,4,MORTGAGE,6500,VENTURE,7.74,0.11,6,621,Yes,0
LN21852,27,male,Bachelor,79809,6,RENT,6000,EDUCATION,15.62,0.08,9,665,Yes,0
LN21853,31,male,Bachelor,80169,9,RENT,6000,EDUCATION,11.01,0.07,5,601,No,0
LN21854,27,male,Associate,81288,4,RENT,6000,DEBTCONSOLIDATION,9.99,0.07,8,646,Yes,0
LN21855,31,female,High School,82742,8,RENT,6000,HOMEIMPROVEMENT,7.49,0.07,10,632,Yes,0
LN21856,29,male,Master,53452,4,MORTGAGE,10000,DEBTCONSOLIDATION,14.74,0.19,5,621,No,1
LN21857,27,male,Bachelor,61086,1,MORTGAGE,12000,VENTURE,9.32,0.2,8,665,Yes,0
LN21858,27,female,Master,84918,5,RENT,6000,PERSONAL,11.86,0.07,6,653,No,0
LN21859,32,male,High School,85244,8,RENT,6000,EDUCATION,9.99,0.07,8,609,Yes,0
LN21860,27,female,Master,61027,0,MORTGAGE,10000,DEBTCONSOLIDATION,12.84,0.16,10,595,No,0
LN21861,28,male,Associate,84880,4,RENT,6000,DEBTCONSOLIDATION,10.36,0.07,9,642,No,0
LN21862,27,male,Associate,60969,3,OWN,9000,MEDICAL,12.53,0.15,8,544,Yes,0
LN21863,31,female,Master,54083,11,MORTGAGE,12000,EDUCATION,12.53,0.22,6,607,No,1
LN21864,30,female,Associate,61399,8,MORTGAGE,5000,HOMEIMPROVEMENT,10.95,0.08,9,669,No,0
LN21865,30,female,Bachelor,61097,7,MORTGAGE,1875,DEBTCONSOLIDATION,8,0.03,9,629,Yes,0
LN21866,33,male,High School,53709,13,MORTGAGE,4500,DEBTCONSOLIDATION,14.74,0.08,10,644,No,1
LN21867,34,female,Associate,85120,10,RENT,6000,EDUCATION,11.89,0.07,5,654,Yes,0
LN21868,35,female,Master,61041,11,MORTGAGE,5600,EDUCATION,12.53,0.09,7,620,Yes,0
LN21869,28,male,High School,86172,8,RENT,6000,MEDICAL,8.49,0.07,10,600,Yes,0
LN21870,33,male,Associate,61162,12,OWN,12000,VENTURE,13.99,0.2,7,631,Yes,0
LN21871,27,male,Bachelor,87431,6,RENT,6000,DEBTCONSOLIDATION,15.96,0.07,10,571,No,0
LN21872,27,female,High School,61340,4,MORTGAGE,7500,PERSONAL,11.59,0.12,6,649,Yes,0
LN21873,32,female,High School,87571,10,RENT,6000,VENTURE,8.49,0.07,10,652,No,0
LN21874,29,male,Associate,87098,7,RENT,6000,VENTURE,9.63,0.07,5,692,No,0
LN21875,31,female,High School,87585,9,RENT,6000,HOMEIMPROVEMENT,13.23,0.07,5,616,Yes,0
LN21876,32,male,Master,60862,10,MORTGAGE,7500,MEDICAL,10.39,0.12,7,663,Yes,0
LN21877,31,female,Bachelor,80064,10,RENT,6000,DEBTCONSOLIDATION,14.35,0.07,5,664,No,1
LN21878,28,female,Master,87312,4,RENT,6000,MEDICAL,7.88,0.07,10,693,Yes,0
LN21879,27,male,High School,80084,6,RENT,6000,DEBTCONSOLIDATION,11.01,0.07,8,631,No,1
LN21880,30,male,Associate,60902,8,MORTGAGE,10000,VENTURE,11.01,0.16,9,676,Yes,0
LN21881,27,male,Associate,61492,4,MORTGAGE,3000,PERSONAL,7.68,0.05,5,691,Yes,0
LN21882,27,male,Bachelor,61178,3,OWN,8800,EDUCATION,12.29,0.14,7,588,Yes,0
LN21883,29,male,Associate,89618,7,RENT,6000,HOMEIMPROVEMENT,5.42,0.07,10,507,Yes,0
LN21884,29,female,High School,60390,4,MORTGAGE,4000,HOMEIMPROVEMENT,10.78,0.07,5,583,No,0
LN21885,27,male,Master,60951,2,OWN,3000,EDUCATION,7.75,0.05,6,631,No,0
LN21886,28,male,Associate,60914,6,OWN,10000,EDUCATION,7.49,0.16,5,681,Yes,0
LN21887,29,male,Associate,61281,9,MORTGAGE,10000,PERSONAL,5.99,0.16,5,664,No,0
LN21888,29,female,High School,90986,1,RENT,6000,MEDICAL,8.49,0.07,6,545,Yes,0
LN21889,28,male,Master,90747,4,RENT,6000,VENTURE,7.49,0.07,6,657,No,0
LN21890,30,male,Bachelor,90948,5,RENT,6000,MEDICAL,12.68,0.07,8,654,Yes,0
LN21891,28,male,Bachelor,91384,4,RENT,6000,EDUCATION,6.92,0.07,6,671,No,0
LN21892,27,female,Master,91271,0,RENT,6000,VENTURE,15.21,0.07,9,642,Yes,0
LN21893,27,male,Master,61159,5,OWN,10200,MEDICAL,10.37,0.17,10,643,Yes,0
LN21894,31,male,Bachelor,91052,10,RENT,6000,VENTURE,7.68,0.07,10,675,Yes,0
LN21895,31,female,Bachelor,72998,5,RENT,6000,MEDICAL,11.71,0.08,6,562,No,1
LN21896,31,male,Associate,92193,9,RENT,6000,HOMEIMPROVEMENT,7.49,0.07,5,632,Yes,0
LN21897,34,male,Associate,92468,10,RENT,6000,MEDICAL,11.01,0.06,10,627,No,0
LN21898,28,male,Bachelor,93603,5,RENT,6000,MEDICAL,7.66,0.06,6,637,Yes,0
LN21899,29,male,Bachelor,74785,7,RENT,6000,MEDICAL,16.95,0.08,9,615,No,1
LN21900,29,male,Bachelor,60801,6,MORTGAGE,1500,HOMEIMPROVEMENT,13.11,0.02,6,686,Yes,0
LN21901,32,female,High School,97066,8,RENT,6000,PERSONAL,11.01,0.06,6,599,No,0
LN21902,32,male,Master,97267,9,RENT,6000,VENTURE,12.69,0.06,7,545,Yes,0
LN21903,35,female,Master,53614,12,MORTGAGE,10000,MEDICAL,11.36,0.19,7,681,No,1
LN21904,32,male,Bachelor,60828,10,MORTGAGE,6250,EDUCATION,12.87,0.1,6,650,Yes,0
LN21905,31,female,High School,96961,8,RENT,6000,MEDICAL,6.03,0.06,10,698,Yes,0
LN21906,33,female,Associate,97053,9,RENT,6000,DEBTCONSOLIDATION,8.49,0.06,6,591,Yes,0
LN21907,29,male,Bachelor,97194,8,RENT,6000,PERSONAL,6.99,0.06,10,687,No,0
LN21908,29,male,Bachelor,61173,6,MORTGAGE,20000,DEBTCONSOLIDATION,11.58,0.33,7,710,Yes,0
LN21909,31,male,Bachelor,61313,7,MORTGAGE,10000,DEBTCONSOLIDATION,8,0.16,8,675,Yes,0
LN21910,27,male,Associate,98311,5,RENT,6000,VENTURE,11.86,0.06,10,652,Yes,0
LN21911,27,male,Master,98471,2,RENT,6000,VENTURE,7.14,0.06,9,688,Yes,0
LN21912,34,female,Bachelor,99614,13,RENT,6000,MEDICAL,8.9,0.06,5,688,Yes,0
LN21913,29,female,Bachelor,101887,9,RENT,6000,MEDICAL,11.49,0.06,6,664,Yes,0
LN21914,27,male,Doctorate,61298,3,MORTGAGE,15000,VENTURE,10.62,0.24,5,730,No,0
LN21915,31,female,Bachelor,95792,11,RENT,6000,HOMEIMPROVEMENT,7.51,0.06,5,665,No,1
LN21916,28,male,Associate,61050,6,MORTGAGE,2200,PERSONAL,11.49,0.04,8,697,Yes,0
LN21917,32,male,High School,102652,12,RENT,6000,DEBTCONSOLIDATION,11.71,0.06,5,564,Yes,0
LN21918,27,male,Associate,103095,6,RENT,6000,PERSONAL,11.01,0.06,7,619,Yes,0
LN21919,27,female,Bachelor,102988,4,RENT,6000,DEBTCONSOLIDATION,13.43,0.06,5,639,Yes,0
LN21920,31,female,High School,61170,8,MORTGAGE,12000,PERSONAL,12.61,0.2,9,613,Yes,0
LN21921,28,female,Bachelor,54403,6,MORTGAGE,2600,PERSONAL,7.14,0.05,6,681,No,1
LN21922,28,female,Associate,61206,7,OWN,22000,HOMEIMPROVEMENT,7.49,0.36,5,495,Yes,0
LN21923,31,female,Associate,106273,9,RENT,6000,DEBTCONSOLIDATION,11.99,0.06,5,669,Yes,0
LN21924,32,male,High School,54082,5,MORTGAGE,15000,EDUCATION,8.9,0.28,5,620,No,1
LN21925,35,female,Bachelor,106523,12,RENT,6000,PERSONAL,15.37,0.06,8,610,No,0
LN21926,30,male,Bachelor,107668,6,RENT,6000,MEDICAL,13.16,0.06,5,582,Yes,0
LN21927,27,male,Bachelor,108766,9,RENT,6000,VENTURE,11.99,0.06,7,647,No,0
LN21928,27,male,Bachelor,108738,1,RENT,6000,VENTURE,11.71,0.06,8,590,No,0
LN21929,30,female,Bachelor,109013,10,RENT,6000,MEDICAL,10.38,0.06,8,723,No,0
LN21930,27,male,Bachelor,54129,5,MORTGAGE,4000,VENTURE,13.99,0.07,7,664,No,1
LN21931,28,male,Master,61511,6,MORTGAGE,12000,VENTURE,11.01,0.2,8,639,No,0
LN21932,30,female,Bachelor,61549,6,MORTGAGE,3000,PERSONAL,7.29,0.05,6,646,Yes,0
LN21933,33,female,High School,61372,10,MORTGAGE,6000,VENTURE,6.92,0.1,9,696,No,0
LN21934,29,male,Bachelor,111053,5,RENT,6000,EDUCATION,10.38,0.05,10,640,Yes,0
LN21935,29,female,High School,61714,7,OWN,9000,EDUCATION,10.37,0.15,9,605,Yes,0
LN21936,35,male,Master,112574,14,RENT,6000,PERSONAL,14.27,0.05,9,688,No,0
LN21937,28,female,Associate,114367,5,RENT,6000,HOMEIMPROVEMENT,11.83,0.05,10,658,No,0
LN21938,29,female,Bachelor,114951,5,RENT,6000,VENTURE,11.49,0.05,7,684,No,0
LN21939,27,male,Associate,61309,2,MORTGAGE,3600,EDUCATION,8.88,0.06,10,664,No,0
LN21940,27,female,Bachelor,61570,6,MORTGAGE,5000,EDUCATION,7.51,0.08,5,612,Yes,0
LN21941,34,female,Bachelor,61246,15,MORTGAGE,22800,VENTURE,18.67,0.37,10,712,No,0
LN21942,33,female,High School,54217,8,MORTGAGE,2000,MEDICAL,14.22,0.04,6,652,No,1
LN21943,27,female,Master,61382,7,MORTGAGE,11000,MEDICAL,8.94,0.18,5,631,Yes,0
LN21944,31,male,High School,61750,7,MORTGAGE,3000,PERSONAL,13.22,0.05,9,652,No,0
LN21945,34,male,Associate,121233,12,RENT,6000,PERSONAL,10.99,0.05,9,688,No,0
LN21946,27,male,Associate,130413,5,RENT,6000,DEBTCONSOLIDATION,10.65,0.05,7,701,Yes,0
LN21947,31,male,Associate,132939,5,RENT,6000,DEBTCONSOLIDATION,6.99,0.05,6,549,Yes,0
LN21948,31,male,Bachelor,61912,12,MORTGAGE,8500,MEDICAL,11.01,0.14,7,604,Yes,0
LN21949,34,male,Bachelor,134540,15,RENT,6000,HOMEIMPROVEMENT,9.99,0.04,9,717,No,0
LN21950,28,female,Associate,135530,4,RENT,6000,HOMEIMPROVEMENT,12.69,0.04,10,681,No,0
LN21951,32,male,Bachelor,137771,6,RENT,6000,HOMEIMPROVEMENT,10.37,0.04,5,603,No,0
LN21952,27,female,Associate,138889,1,RENT,6000,VENTURE,7.4,0.04,5,668,No,0
LN21953,28,female,Associate,150831,5,RENT,6000,PERSONAL,7.51,0.04,10,653,Yes,0
LN21954,29,female,Master,174919,6,RENT,6000,EDUCATION,13.8,0.03,10,697,Yes,0
LN21955,30,female,Master,186841,7,RENT,6000,DEBTCONSOLIDATION,7.14,0.03,10,640,Yes,0
LN21956,35,female,High School,200302,15,RENT,6000,DEBTCONSOLIDATION,5.42,0.03,10,679,No,0
LN21957,27,male,Bachelor,223200,7,RENT,6000,HOMEIMPROVEMENT,11.01,0.03,10,615,No,0
LN21958,28,male,Bachelor,289093,8,RENT,6000,MEDICAL,11.46,0.02,6,640,Yes,0
LN21959,34,female,Bachelor,677591,15,RENT,6000,MEDICAL,7.14,0.01,5,719,Yes,0
LN21960,29,male,Master,58412,4,RENT,6025,MEDICAL,10.65,0.1,9,574,Yes,0
LN21961,32,male,Associate,15301,9,RENT,6075,DEBTCONSOLIDATION,12.42,0.4,8,661,No,1
LN21962,29,male,Bachelor,29972,7,RENT,6075,PERSONAL,11.01,0.2,5,696,No,0
LN21963,31,male,Associate,54869,9,MORTGAGE,5000,DEBTCONSOLIDATION,10.95,0.09,10,637,No,1
LN21964,27,male,Associate,49057,4,RENT,6125,EDUCATION,13.23,0.12,5,643,Yes,0
LN21965,29,male,Bachelor,85017,10,RENT,6125,VENTURE,7.49,0.07,8,678,No,0
LN21966,32,male,Bachelor,130347,9,RENT,6125,PERSONAL,5.99,0.05,5,701,No,1
LN21967,35,male,High School,36450,11,RENT,6150,VENTURE,12.21,0.17,5,615,Yes,0
LN21968,34,female,High School,62240,10,MORTGAGE,6400,PERSONAL,11.01,0.1,6,668,No,0
LN21969,33,female,Associate,54740,14,MORTGAGE,10800,HOMEIMPROVEMENT,7.51,0.2,8,617,No,1
LN21970,32,male,High School,15154,9,RENT,6200,EDUCATION,6.17,0.41,9,571,No,1
LN21971,28,male,Associate,62384,4,MORTGAGE,8000,VENTURE,7.51,0.13,5,602,Yes,0
LN21972,29,male,Associate,62000,6,OWN,19750,MEDICAL,7.49,0.32,8,586,Yes,0
LN21973,35,male,Master,30867,13,RENT,6200,DEBTCONSOLIDATION,11.01,0.2,5,656,No,0
LN21974,30,male,Master,62148,5,MORTGAGE,2000,PERSONAL,10.99,0.03,10,654,Yes,0
LN21975,27,male,Associate,62264,6,MORTGAGE,7000,EDUCATION,7.49,0.11,6,679,No,0
LN21976,31,female,Master,35442,9,RENT,6200,PERSONAL,12.23,0.17,9,612,Yes,0
LN21977,29,male,Bachelor,62288,8,MORTGAGE,1800,PERSONAL,11.49,0.03,8,696,Yes,0
LN21978,27,female,High School,62326,1,OWN,12000,PERSONAL,7.49,0.19,7,626,Yes,0
LN21979,27,female,Associate,62322,6,OWN,18000,VENTURE,7.49,0.29,8,644,Yes,0
LN21980,33,female,High School,55079,11,MORTGAGE,8000,HOMEIMPROVEMENT,16.49,0.15,6,503,No,1
LN21981,30,female,Associate,62133,8,MORTGAGE,6600,HOMEIMPROVEMENT,6.92,0.11,9,608,Yes,0
LN21982,31,female,High School,73109,10,RENT,6200,MEDICAL,8.59,0.08,7,657,No,0
LN21983,32,male,High School,61894,6,MORTGAGE,10000,VENTURE,9.99,0.16,5,646,Yes,0
LN21984,31,female,Associate,25722,9,RENT,6225,MEDICAL,9.76,0.24,9,667,No,1
LN21985,27,male,Master,63279,6,RENT,6225,PERSONAL,14.35,0.1,7,704,No,0
LN21986,28,male,Master,98345,7,RENT,6225,VENTURE,7.9,0.06,7,598,Yes,0
LN21987,29,female,Associate,62238,2,MORTGAGE,25000,PERSONAL,11.49,0.4,10,650,Yes,0
LN21988,29,female,Associate,22734,8,RENT,6250,HOMEIMPROVEMENT,9.99,0.27,6,591,No,1
LN21989,32,male,High School,62307,9,MORTGAGE,15000,DEBTCONSOLIDATION,11.36,0.24,9,647,Yes,0
LN21990,28,male,Bachelor,26032,8,RENT,6250,EDUCATION,7.9,0.24,7,705,Yes,0
LN21991,27,female,High School,28839,8,RENT,6250,MEDICAL,10.38,0.22,6,677,No,0
LN21992,30,female,Associate,62313,12,MORTGAGE,15000,DEBTCONSOLIDATION,12.73,0.24,5,596,No,0
LN21993,33,male,Master,61880,6,MORTGAGE,7200,MEDICAL,6.76,0.12,5,676,Yes,0
LN21994,27,male,Associate,62596,6,OWN,3500,HOMEIMPROVEMENT,7.88,0.06,5,623,No,0
LN21995,29,female,Bachelor,67634,7,RENT,7000,HOMEIMPROVEMENT,10.28,0.1,6,622,Yes,0
LN21996,28,female,Associate,60933,5,RENT,7000,HOMEIMPROVEMENT,14.27,0.11,9,639,No,1
LN21997,31,male,Associate,67876,12,RENT,7000,MEDICAL,7.29,0.1,8,666,Yes,0
LN21998,27,female,High School,69272,6,RENT,7000,EDUCATION,11.71,0.1,8,676,Yes,0
LN21999,30,female,High School,55413,5,MORTGAGE,10000,PERSONAL,14.74,0.18,6,630,No,1
LN22000,27,female,Bachelor,70643,5,RENT,7000,VENTURE,11.01,0.1,9,702,Yes,0
LN22001,32,female,High School,73017,9,RENT,7000,HOMEIMPROVEMENT,7.51,0.1,8,467,Yes,0
LN22002,28,male,Bachelor,62484,6,MORTGAGE,7200,MEDICAL,9.63,0.12,10,632,Yes,0
LN22003,29,female,Bachelor,54777,9,MORTGAGE,6000,MEDICAL,16.49,0.11,10,680,No,1
LN22004,27,male,Bachelor,73100,2,RENT,7000,VENTURE,6.99,0.1,10,574,Yes,0
LN22005,27,male,Bachelor,62634,4,MORTGAGE,4000,EDUCATION,7.68,0.06,10,696,Yes,0
LN22006,31,male,Bachelor,62336,9,OWN,5000,MEDICAL,11.97,0.08,9,667,No,0
LN22007,27,male,Master,73021,7,RENT,7000,VENTURE,19.47,0.1,7,684,Yes,0
LN22008,27,female,High School,62817,8,OWN,8000,PERSONAL,10.62,0.13,7,576,No,0
