loan_id,application_date,applicant_age,employment_status,annual_income,loan_amount,loan_tenure,credit_score,existing_emi,loan_purpose,branch,loan_status,default_flag
LN00568,20-04-2024,39,Salaried,1247399,450958,36,586,2,Business,Mumbai,Rejected,0
LN00569,26-01-2025,32,Self-Employed,755581,344846,24,693,0,Education,Pune,Closed,0
LN00570,09-02-2024,29,Salaried,129458,50000,48,847,1,Home Renovation,Kolkata,Closed,0
LN00571,29-05-2026,27,Salaried,854605,844713,48,562,1,Business,Pune,Defaulted,1
LN00572,26-04-2025,48,Salaried,356383,128283,36,706,0,Business,Bangalore,Approved,0
LN00573,15-08-2024,34,Retired,260068,317304,24,821,0,Medical,Mumbai,Approved,0
LN00574,23-07-2024,51,Self-Employed,526850,454741,36,719,0,Medical,Bangalore,Approved,0
LN00575,16-04-2026,39,Self-Employed,976546,859075,24,558,0,Education,Chennai,Approved,0
LN00576,16-04-2025,67,Salaried,1365106,1252831,24,739,1,Medical,Mumbai,Approved,0
LN00577,24-12-2024,36,Salaried,370297,180666,48,826,1,Education,Kolkata,Closed,0
LN00578,08-11-2024,25,Self-Employed,283715,146810,12,523,1,Business,Mumbai,Defaulted,1
LN00579,20-04-2026,55,Self-Employed,234683,152708,12,640,0,Business,Bangalore,Rejected,0
LN00580,25-03-2026,32,Salaried,673821,642047,12,596,2,Education,Ahmedabad,Approved,0
LN00581,21-08-2024,45,Self-Employed,234278,124431,24,698,0,Medical,Delhi,Approved,0
LN00582,16-08-2024,41,Unemployed,303135,129731,12,532,1,Medical,Bangalore,Rejected,0
LN00583,25-01-2024,56,Self-Employed,617482,844177,60,830,2,Education,Mumbai,Approved,0
LN00584,06-11-2025,43,Self-Employed,673502,218335,24,748,0,Vehicle,Ahmedabad,Closed,0
LN00585,16-07-2024,36,Unemployed,336686,398288,24,419,2,Medical,Mumbai,Rejected,0
LN00586,12-02-2025,59,Salaried,742382,866240,24,671,2,Home Renovation,Pune,Approved,0
LN00587,02-12-2024,65,Self-Employed,889625,557737,60,683,0,Medical,Ahmedabad,Closed,0
LN00588,12-10-2024,62,Unemployed,254726,114420,36,433,0,Vehicle,Delhi,Rejected,0
LN00589,12-03-2024,59,Salaried,539208,248138,24,628,5,Business,Hyderabad,Defaulted,1
LN00590,02-03-2026,34,Self-Employed,414925,442797,60,645,0,Business,Delhi,Closed,0
LN00591,12-10-2024,51,Self-Employed,263521,265388,24,759,3,Business,Hyderabad,Defaulted,1
LN00592,25-12-2024,25,Self-Employed,720666,836707,24,829,1,Medical,Kolkata,Approved,0
LN00593,18-10-2025,55,Self-Employed,409868,545628,24,665,0,Business,Mumbai,Closed,0
LN00594,05-06-2025,43,Unemployed,97135,103071,24,582,0,Vehicle,Pune,Rejected,0
LN00595,13-02-2025,49,Self-Employed,111113,52382,24,828,1,Vehicle,Ahmedabad,Closed,0
LN00596,26-11-2025,63,Salaried,318525,180854,36,825,1,Medical,Chennai,Approved,0
LN00597,13-05-2026,31,Retired,699129,857420,24,591,2,Home Renovation,Chennai,Approved,0
LN00598,03-07-2025,38,Salaried,360537,191169,36,738,3,Medical,Bangalore,Closed,0
LN00599,05-12-2024,67,Salaried,601459,228418,12,726,3,Business,Delhi,Approved,0
LN00600,29-01-2024,32,Self-Employed,1355972,1455782,24,692,0,Medical,Ahmedabad,Approved,0
LN00601,28-04-2024,29,Self-Employed,444130,329890,36,660,3,Vehicle,Delhi,Approved,0
LN00602,24-09-2024,30,Salaried,493161,647048,60,791,3,Medical,Ahmedabad,Closed,0
LN00603,01-07-2024,64,Unemployed,307034,311725,24,613,4,Medical,Chennai,Approved,0
LN00604,17-08-2025,37,Self-Employed,514418,205489,36,788,1,Home Renovation,Hyderabad,Approved,0
LN00605,28-09-2024,58,Self-Employed,1079596,1449511,24,539,2,Vehicle,Delhi,Approved,0
LN00606,09-02-2024,27,Salaried,733608,428730,24,585,1,Education,Hyderabad,Closed,0
LN00607,21-04-2024,66,Retired,253009,169752,12,822,0,Education,Hyderabad,Closed,0
LN00608,02-09-2025,33,Retired,602048,447012,24,666,5,Vehicle,Hyderabad,Approved,0
LN00609,20-03-2025,60,Self-Employed,1670516,595282,24,684,0,Education,Hyderabad,Approved,0
LN00610,19-12-2024,62,Salaried,680804,576073,24,829,0,Business,Pune,Approved,0
LN00611,16-01-2026,29,Salaried,1090132,474916,48,525,3,Education,Bangalore,Rejected,0
LN00612,16-03-2026,47,Salaried,232006,171932,12,533,0,Business,Bangalore,Approved,0
LN00613,17-11-2024,22,Salaried,386156,264818,36,651,3,Vehicle,Pune,Closed,0
LN00614,22-03-2025,25,Salaried,351200,403923,24,762,2,Education,Chennai,Approved,0
LN00615,12-09-2025,49,Unemployed,229707,271855,36,582,0,Education,Ahmedabad,Defaulted,1
LN00616,07-06-2025,57,Self-Employed,981476,460070,36,750,1,Business,Bangalore,Approved,0
LN00617,28-04-2024,58,Salaried,454758,319788,24,747,2,Business,Ahmedabad,Closed,0
LN00618,29-01-2025,39,Salaried,586699,416960,24,681,1,Medical,Kolkata,Approved,0
LN00619,13-08-2025,28,Salaried,853766,398325,48,802,4,Home Renovation,Pune,Approved,0
LN00620,13-07-2024,65,Salaried,882064,1039335,60,782,3,Education,Delhi,Closed,0
LN00621,17-09-2024,21,Salaried,688754,742443,24,650,0,Home Renovation,Kolkata,Approved,0
LN00622,15-02-2024,42,Salaried,277342,141283,12,744,0,Home Renovation,Pune,Approved,0
LN00623,26-12-2025,37,Self-Employed,541324,380764,60,777,4,Education,Bangalore,Closed,0
LN00624,22-03-2025,27,Unemployed,211585,88100,24,633,1,Business,Delhi,Approved,0
LN00625,02-01-2024,45,Salaried,432168,428290,36,835,0,Medical,Ahmedabad,Approved,0
LN00626,16-06-2025,65,Salaried,429863,186349,24,543,3,Vehicle,Delhi,Approved,0
LN00627,05-04-2026,24,Retired,363985,503947,24,790,3,Education,Ahmedabad,Approved,0
LN00628,05-07-2025,56,Salaried,188774,218741,36,614,2,Education,Hyderabad,Closed,0
LN00629,04-12-2025,26,Salaried,311777,227367,36,661,1,Vehicle,Chennai,Approved,0
LN00630,06-01-2026,51,Retired,301033,281893,24,701,2,Home Renovation,Hyderabad,Approved,0
LN00631,29-01-2026,39,Salaried,439443,572363,36,725,2,Medical,Pune,Approved,0
LN00632,24-01-2026,64,Self-Employed,366235,333094,48,600,3,Home Renovation,Hyderabad,Closed,0
LN00633,17-11-2025,59,Self-Employed,1888475,929032,36,793,4,Vehicle,Kolkata,Defaulted,1
LN00634,20-07-2024,47,Salaried,274798,196913,12,795,1,Vehicle,Ahmedabad,Approved,0
LN00635,07-01-2025,30,Salaried,532461,653574,36,727,2,Medical,Ahmedabad,Rejected,0
LN00636,17-03-2025,46,Self-Employed,1148645,1158562,48,815,4,Vehicle,Bangalore,Closed,0
LN00637,12-03-2024,39,Salaried,277974,282365,48,558,0,Vehicle,Ahmedabad,Rejected,0
LN00638,11-11-2025,59,Salaried,531319,666010,36,807,0,Medical,Kolkata,Approved,0
LN00639,04-12-2024,23,Self-Employed,1105550,1418830,24,643,3,Education,Bangalore,Closed,0
LN00640,30-09-2025,65,Self-Employed,664556,871745,48,802,0,Home Renovation,Kolkata,Closed,0
LN00641,17-11-2024,33,Salaried,1777611,718748,36,699,0,Education,Delhi,Closed,0
LN00642,10-11-2025,48,Retired,499737,449032,12,616,0,Education,Bangalore,Approved,0
LN00643,18-05-2026,40,Salaried,845210,942037,36,710,1,Home Renovation,Ahmedabad,Approved,0
LN00644,07-05-2024,48,Retired,440167,498541,24,593,0,Education,Bangalore,Closed,0
LN00645,07-01-2026,28,Self-Employed,723551,699954,36,792,0,Medical,Kolkata,Closed,0
LN00646,03-11-2024,61,Self-Employed,932486,450825,24,568,5,Home Renovation,Mumbai,Approved,0
LN00647,03-06-2025,59,Self-Employed,578544,681040,36,729,2,Business,Delhi,Closed,0
LN00648,12-11-2024,21,Unemployed,241883,264165,60,515,2,Education,Pune,Rejected,0
LN00649,13-11-2025,23,Salaried,519124,204923,48,542,0,Vehicle,Ahmedabad,Rejected,0
LN00650,22-02-2025,33,Self-Employed,613702,497215,60,617,2,Home Renovation,Delhi,Closed,0
LN00651,30-11-2024,48,Salaried,238836,117358,60,847,2,Business,Ahmedabad,Approved,0
LN00652,16-02-2025,45,Salaried,724603,486371,12,832,2,Vehicle,Pune,Rejected,0
LN00653,14-12-2025,53,Salaried,578501,185056,36,709,0,Business,Mumbai,Closed,0
LN00654,29-10-2024,58,Unemployed,170165,125983,36,581,1,Education,Kolkata,Rejected,0
LN00655,21-07-2025,26,Unemployed,294994,266929,60,547,3,Vehicle,Kolkata,Rejected,0
LN00656,10-05-2024,64,Salaried,802815,787995,24,542,2,Education,Delhi,Closed,0
LN00657,15-07-2024,65,Salaried,714199,735510,60,624,2,Vehicle,Kolkata,Approved,0
LN00658,06-03-2025,52,Self-Employed,422900,515904,36,682,1,Home Renovation,Chennai,Approved,0
LN00659,11-11-2025,65,Salaried,340785,183004,48,586,1,Medical,Chennai,Rejected,0
LN00660,23-01-2025,67,Salaried,412949,178612,12,809,2,Medical,Ahmedabad,Approved,0
LN00661,24-11-2025,41,Self-Employed,483880,598409,24,808,0,Business,Pune,Closed,0
LN00662,05-02-2026,36,Self-Employed,634694,299749,48,565,2,Vehicle,Mumbai,Approved,0
LN00663,27-06-2024,41,Unemployed,330011,452853,12,480,5,Education,Ahmedabad,Rejected,0
LN00664,22-09-2025,31,Salaried,825929,1013243,48,666,2,Home Renovation,Bangalore,Approved,0
LN00665,05-08-2025,57,Salaried,279143,237540,12,741,0,Home Renovation,Ahmedabad,Closed,0
LN00666,04-11-2024,56,Self-Employed,223350,308125,36,534,0,Home Renovation,Chennai,Approved,0
LN00667,19-02-2025,55,Self-Employed,974612,396778,24,640,2,Medical,Ahmedabad,Rejected,0
LN00668,15-07-2025,39,Self-Employed,434475,275184,36,597,3,Education,Pune,Rejected,0
LN00669,03-05-2026,40,Self-Employed,772914,774496,36,841,1,Home Renovation,Ahmedabad,Approved,0
LN00670,01-01-2024,38,Salaried,975608,668298,24,814,1,Home Renovation,Kolkata,Approved,0
LN00671,07-11-2024,67,Retired,403466,533063,24,760,0,Business,Mumbai,Closed,0
LN00672,20-10-2024,61,Salaried,363803,135403,12,537,2,Vehicle,Pune,Closed,0
LN00673,03-08-2024,34,Salaried,651064,588791,36,775,2,Vehicle,Pune,Closed,0
LN00674,16-03-2025,35,Self-Employed,551266,523676,36,796,4,Vehicle,Chennai,Closed,0
LN00675,15-03-2026,51,Salaried,291129,296369,48,546,0,Business,Hyderabad,Approved,0
LN00676,16-08-2025,21,Salaried,529725,307893,36,521,2,Medical,Mumbai,Rejected,0
LN00677,13-09-2025,23,Retired,497997,349107,36,814,1,Business,Delhi,Approved,0
LN00678,01-11-2025,36,Self-Employed,1256209,1542685,24,831,1,Home Renovation,Pune,Approved,0
LN00679,25-11-2024,43,Self-Employed,710598,365557,12,758,3,Education,Chennai,Closed,0
LN00680,21-04-2025,31,Salaried,506773,612969,24,532,0,Home Renovation,Delhi,Approved,0
LN00681,28-03-2025,32,Self-Employed,895136,822559,60,703,0,Home Renovation,Mumbai,Rejected,0
LN00682,28-03-2025,30,Salaried,331782,377702,60,713,2,Education,Chennai,Closed,0
LN00683,22-11-2025,52,Salaried,495594,537703,24,575,1,Vehicle,Delhi,Defaulted,1
LN00684,06-08-2024,36,Unemployed,281896,148915,36,629,0,Business,Ahmedabad,Defaulted,1
LN00685,07-06-2025,28,Self-Employed,1555483,1439901,48,547,1,Medical,Bangalore,Closed,0
LN00686,29-04-2025,58,Self-Employed,362982,455359,36,839,1,Home Renovation,Pune,Closed,0
LN00687,23-03-2026,32,Salaried,401771,311504,12,590,3,Home Renovation,Bangalore,Approved,0
LN00688,26-03-2026,44,Retired,576571,786010,12,729,0,Medical,Hyderabad,Approved,0
LN00689,23-01-2026,48,Self-Employed,175548,139988,36,703,3,Business,Kolkata,Closed,0
LN00690,22-06-2024,28,Self-Employed,648662,296480,60,560,0,Home Renovation,Mumbai,Approved,0
LN00691,05-11-2025,48,Self-Employed,767664,559149,36,779,0,Medical,Kolkata,Defaulted,1
LN00692,27-03-2024,56,Salaried,790983,1065353,12,603,0,Home Renovation,Kolkata,Closed,0
LN00693,17-10-2024,46,Salaried,509423,331987,24,565,3,Vehicle,Delhi,Rejected,0
LN00694,11-06-2025,28,Self-Employed,484527,608036,48,678,0,Vehicle,Hyderabad,Approved,0
LN00695,10-11-2025,48,Salaried,771884,979810,48,526,2,Home Renovation,Mumbai,Rejected,0
LN00696,10-10-2025,48,Salaried,338414,231883,36,655,1,Home Renovation,Bangalore,Approved,0
LN00697,26-09-2025,57,Unemployed,184108,72093,36,582,5,Vehicle,Kolkata,Defaulted,1
LN00698,09-12-2024,61,Self-Employed,268892,294978,12,716,3,Home Renovation,Delhi,Approved,0
LN00699,05-04-2024,56,Self-Employed,766250,492440,48,691,2,Business,Kolkata,Closed,0
LN00700,18-04-2026,47,Self-Employed,1180508,1370824,48,795,3,Business,Chennai,Approved,0
LN00701,08-02-2026,37,Self-Employed,383684,301928,24,597,2,Education,Bangalore,Approved,0
LN00702,28-08-2024,29,Salaried,925741,771876,48,697,3,Business,Kolkata,Approved,0
LN00703,19-11-2025,53,Salaried,714454,825694,24,546,0,Home Renovation,Chennai,Approved,0
LN00704,13-11-2024,40,Salaried,841478,606368,12,639,0,Home Renovation,Chennai,Rejected,0
LN00705,18-08-2024,33,Salaried,532481,419296,24,800,2,Medical,Delhi,Approved,0
LN00706,05-04-2026,48,Self-Employed,382306,272893,24,827,1,Business,Delhi,Approved,0
LN00707,22-07-2024,49,Salaried,694791,489184,24,715,1,Vehicle,Chennai,Closed,0
LN00708,30-05-2024,33,Self-Employed,468115,411258,36,796,1,Vehicle,Hyderabad,Approved,0
LN00709,26-01-2024,66,Salaried,515580,613374,36,537,1,Education,Kolkata,Approved,0
LN00710,17-02-2024,55,Salaried,452657,315929,36,814,2,Medical,Chennai,Closed,0
LN00711,07-09-2024,26,Salaried,811072,711050,24,790,0,Vehicle,Chennai,Approved,0
LN00712,01-05-2025,38,Salaried,679183,704856,12,572,4,Education,Delhi,Approved,0
LN00713,17-09-2025,25,Salaried,471533,281214,36,813,4,Business,Kolkata,Approved,0
LN00714,20-05-2026,67,Salaried,203165,122970,24,571,4,Medical,Mumbai,Closed,0
LN00715,25-02-2026,45,Salaried,367378,487420,24,735,1,Medical,Bangalore,Approved,0
LN00716,15-03-2024,22,Self-Employed,972205,1065427,60,591,1,Home Renovation,Delhi,Approved,0
LN00717,11-04-2025,30,Salaried,554626,518522,48,547,4,Business,Kolkata,Rejected,0
LN00718,28-02-2025,50,Salaried,248587,251692,60,771,3,Medical,Kolkata,Approved,0
LN00719,06-10-2025,65,Self-Employed,244354,81181,36,554,2,Education,Ahmedabad,Closed,0
LN00720,12-08-2025,25,Salaried,533908,523183,24,720,1,Vehicle,Pune,Approved,0
LN00721,18-07-2024,53,Retired,688166,592139,36,768,1,Business,Hyderabad,Closed,0
LN00722,05-01-2026,21,Self-Employed,1223250,1101322,24,618,2,Business,Bangalore,Defaulted,1
LN00723,14-12-2025,38,Salaried,1388894,965789,36,827,0,Medical,Delhi,Approved,0
LN00724,28-01-2025,52,Self-Employed,735181,286442,12,659,2,Medical,Delhi,Defaulted,1
LN00725,21-05-2025,67,Salaried,325516,166883,48,602,3,Medical,Mumbai,Approved,0
LN00726,13-02-2025,31,Self-Employed,281551,378916,24,567,2,Education,Pune,Approved,0
LN00727,06-09-2024,41,Salaried,549129,411610,60,797,1,Home Renovation,Pune,Approved,0
LN00728,31-05-2024,46,Retired,588585,478726,60,767,1,Medical,Hyderabad,Approved,0
LN00729,02-11-2025,45,Salaried,580177,207692,36,696,5,Home Renovation,Ahmedabad,Approved,0
LN00730,05-12-2025,42,Self-Employed,597922,204084,48,571,2,Home Renovation,Ahmedabad,Approved,0
LN00731,06-01-2024,47,Self-Employed,251199,273530,36,598,2,Business,Pune,Closed,0
LN00732,07-02-2026,33,Salaried,529873,472595,48,841,2,Vehicle,Hyderabad,Approved,0
LN00733,31-05-2026,53,Salaried,992395,853039,36,583,2,Vehicle,Ahmedabad,Approved,0
LN00734,27-02-2026,54,Self-Employed,272440,154592,48,527,2,Education,Kolkata,Rejected,0
LN00735,19-04-2024,61,Retired,733241,820662,36,733,1,Education,Kolkata,Closed,0
LN00736,08-03-2026,55,Salaried,297557,144333,60,544,1,Vehicle,Delhi,Approved,0
LN00737,11-03-2025,21,Self-Employed,711120,361909,36,775,1,Vehicle,Ahmedabad,Closed,0
LN00738,12-08-2024,41,Unemployed,173886,140288,36,600,0,Business,Mumbai,Closed,0
LN00739,29-06-2024,26,Retired,578055,355450,48,717,0,Business,Delhi,Approved,0
LN00740,03-04-2026,48,Salaried,356934,204240,48,613,0,Vehicle,Pune,Approved,0
LN00741,13-12-2025,37,Self-Employed,1250872,1263082,36,726,3,Medical,Chennai,Approved,0
LN00742,14-06-2025,25,Salaried,499371,507395,24,534,0,Medical,Kolkata,Closed,0
LN00743,20-04-2025,51,Unemployed,208580,251749,36,577,0,Business,Chennai,Rejected,0
LN00744,21-02-2024,25,Self-Employed,968343,735436,60,594,0,Home Renovation,Pune,Approved,0
LN00745,24-07-2025,58,Salaried,413171,157167,48,623,2,Vehicle,Ahmedabad,Approved,0
LN00746,12-09-2024,23,Self-Employed,605880,364153,48,813,0,Education,Mumbai,Closed,0
LN00747,18-05-2026,43,Salaried,690235,951147,12,687,1,Medical,Delhi,Approved,0
LN00748,04-05-2024,57,Unemployed,319304,305217,36,593,0,Home Renovation,Kolkata,Closed,0
LN00749,12-04-2025,57,Unemployed,329731,356343,36,514,3,Medical,Mumbai,Rejected,0
LN00750,16-05-2024,30,Self-Employed,1150523,354468,48,558,4,Home Renovation,Delhi,Defaulted,1
LN00751,31-03-2026,30,Salaried,316754,275584,12,792,4,Vehicle,Delhi,Approved,0
LN00752,20-04-2025,39,Self-Employed,1616312,551617,60,654,1,Vehicle,Chennai,Closed,0
LN00753,14-11-2025,37,Salaried,430209,398439,36,751,2,Vehicle,Bangalore,Closed,0
LN00754,27-06-2025,41,Salaried,1000251,1313177,24,558,1,Business,Pune,Rejected,0
LN00755,26-07-2025,34,Retired,457370,624429,24,810,1,Home Renovation,Hyderabad,Approved,0
LN00756,01-09-2025,29,Salaried,706555,632089,24,826,1,Education,Kolkata,Approved,0
LN00757,20-11-2024,66,Salaried,189456,152327,36,566,0,Education,Hyderabad,Rejected,0
LN00758,12-02-2026,21,Unemployed,248124,332366,12,435,2,Vehicle,Ahmedabad,Defaulted,1
LN00759,29-03-2025,65,Salaried,539345,561442,24,839,0,Education,Mumbai,Approved,0
LN00760,19-09-2025,33,Salaried,314749,116894,48,614,1,Medical,Ahmedabad,Closed,0
LN00761,14-04-2026,24,Retired,608766,494499,24,532,1,Home Renovation,Ahmedabad,Closed,0
LN00762,06-01-2026,21,Salaried,790173,445870,24,665,1,Home Renovation,Hyderabad,Approved,0
LN00763,31-05-2025,60,Self-Employed,495430,404659,36,584,3,Home Renovation,Chennai,Closed,0
LN00764,12-03-2025,52,Unemployed,318892,255436,36,627,2,Medical,Bangalore,Approved,0
LN00765,30-04-2026,54,Retired,558690,525369,48,761,2,Business,Kolkata,Rejected,0
LN00766,15-07-2025,48,Self-Employed,659587,456729,36,527,1,Medical,Pune,Defaulted,1
LN00767,01-04-2025,51,Salaried,353298,169829,48,823,0,Home Renovation,Delhi,Closed,0
LN00768,11-06-2024,28,Salaried,561652,479702,36,562,1,Home Renovation,Delhi,Approved,0
LN00769,31-01-2026,59,Retired,526837,639170,24,763,4,Home Renovation,Pune,Approved,0
LN00770,01-06-2026,46,Retired,539385,555789,24,700,5,Education,Chennai,Approved,0
LN00771,01-05-2025,54,Self-Employed,649064,436303,36,604,2,Business,Kolkata,Closed,0
LN00772,05-04-2025,23,Salaried,966082,1283995,24,674,0,Medical,Hyderabad,Closed,0
LN00773,22-09-2024,32,Salaried,952344,1241312,48,794,0,Home Renovation,Pune,Approved,0
LN00774,08-02-2026,21,Salaried,176480,93584,36,542,1,Vehicle,Delhi,Closed,0
LN00775,10-09-2024,64,Self-Employed,394611,135493,24,634,3,Business,Hyderabad,Rejected,0
LN00776,10-05-2026,25,Salaried,175659,195937,24,825,2,Vehicle,Chennai,Approved,0
LN00777,14-10-2025,50,Retired,351894,425922,24,818,3,Business,Delhi,Approved,0
LN00778,10-10-2024,50,Self-Employed,342337,467170,36,618,2,Home Renovation,Mumbai,Rejected,0
LN00779,23-02-2026,37,Salaried,585497,748745,36,623,0,Business,Bangalore,Closed,0
LN00780,07-03-2026,67,Self-Employed,709336,681379,36,570,0,Business,Hyderabad,Closed,0
LN00781,17-06-2025,43,Salaried,472196,416976,24,631,0,Home Renovation,Pune,Closed,0
LN00782,11-05-2025,35,Self-Employed,342007,113076,36,763,1,Vehicle,Kolkata,Defaulted,1
LN00783,03-10-2025,57,Self-Employed,1465944,837526,60,688,0,Vehicle,Hyderabad,Approved,0
LN00784,01-09-2024,41,Retired,656245,528655,24,591,2,Education,Hyderabad,Closed,0
LN00785,08-10-2024,34,Retired,272490,270134,36,658,2,Vehicle,Hyderabad,Approved,0
LN00786,26-03-2025,22,Salaried,1102662,1006705,60,750,0,Vehicle,Pune,Approved,0
LN00787,20-03-2024,31,Salaried,336038,375320,24,758,0,Business,Chennai,Approved,0
LN00788,31-12-2025,59,Self-Employed,540973,328772,36,772,0,Education,Chennai,Approved,0
LN00789,19-10-2024,58,Salaried,295673,272447,12,568,2,Home Renovation,Kolkata,Defaulted,1
LN00790,28-08-2024,54,Salaried,416059,165157,36,822,1,Home Renovation,Chennai,Rejected,0
LN00791,05-10-2024,58,Salaried,334979,252919,12,591,0,Medical,Pune,Approved,0
LN00792,09-12-2024,54,Self-Employed,957463,1077315,60,782,3,Education,Kolkata,Closed,0
LN00793,23-11-2024,38,Salaried,507045,538857,48,841,1,Business,Ahmedabad,Approved,0
LN00794,07-07-2025,50,Self-Employed,453803,630653,48,741,1,Medical,Kolkata,Closed,0
LN00795,23-03-2024,35,Unemployed,153965,93253,48,476,2,Medical,Chennai,Rejected,0
LN00796,21-05-2024,47,Salaried,345867,293298,36,581,3,Home Renovation,Ahmedabad,Approved,0
LN00797,03-06-2024,54,Salaried,434695,287978,36,676,2,Vehicle,Delhi,Closed,0
LN00798,24-08-2024,58,Salaried,421574,330793,60,813,1,Business,Chennai,Closed,0
LN00799,27-01-2025,53,Retired,498099,618960,60,644,1,Education,Delhi,Closed,0
LN00800,11-12-2025,44,Salaried,387949,408366,36,748,2,Medical,Mumbai,Closed,0
LN00801,05-06-2024,35,Salaried,338643,430308,60,680,1,Business,Chennai,Closed,0
LN00802,24-12-2025,50,Salaried,506441,265305,36,548,2,Home Renovation,Mumbai,Closed,0
LN00803,07-08-2024,62,Self-Employed,1060127,1336499,36,633,3,Medical,Chennai,Closed,0
LN00804,06-03-2024,37,Salaried,520516,190372,36,598,3,Medical,Mumbai,Defaulted,1
LN00805,28-02-2025,25,Self-Employed,277243,354166,24,542,0,Home Renovation,Bangalore,Approved,0
LN00806,21-02-2025,49,Retired,408223,270235,12,625,0,Home Renovation,Mumbai,Approved,0
LN00807,04-12-2024,24,Salaried,340690,220101,24,650,0,Home Renovation,Delhi,Approved,0
LN00808,09-07-2025,30,Retired,261618,225854,36,692,2,Business,Hyderabad,Closed,0
LN00809,22-04-2025,37,Salaried,442519,590656,24,783,1,Business,Kolkata,Closed,0
LN00810,01-03-2025,30,Retired,674195,237693,36,804,0,Business,Mumbai,Approved,0
LN00811,04-03-2024,37,Self-Employed,350755,241127,60,521,0,Vehicle,Hyderabad,Approved,0
LN00812,30-07-2024,40,Retired,336436,417930,24,752,0,Medical,Pune,Closed,0
LN00813,02-05-2026,44,Salaried,613855,451588,36,770,0,Business,Bangalore,Closed,0
LN00814,06-03-2025,25,Salaried,955605,496028,24,840,0,Vehicle,Bangalore,Approved,0
LN00815,02-02-2025,54,Salaried,1358854,1042612,12,627,2,Medical,Ahmedabad,Closed,0
LN00816,27-02-2026,26,Salaried,407591,295139,48,795,0,Business,Pune,Closed,0
LN00817,21-08-2025,22,Salaried,609956,797186,36,699,0,Home Renovation,Pune,Approved,0
LN00818,13-12-2025,33,Salaried,631840,719114,48,732,3,Education,Ahmedabad,Closed,0
LN00819,21-01-2024,63,Salaried,533901,456820,24,812,3,Business,Pune,Closed,0
LN00820,27-05-2026,63,Salaried,467670,648755,36,591,0,Education,Delhi,Approved,0
LN00821,22-02-2026,31,Retired,586128,475821,24,802,0,Business,Pune,Closed,0
LN00822,12-08-2025,67,Self-Employed,384339,139923,24,694,2,Home Renovation,Delhi,Approved,0
LN00823,24-01-2025,43,Salaried,235988,138879,12,642,1,Education,Ahmedabad,Approved,0
LN00824,03-05-2025,36,Salaried,865453,674774,24,746,0,Vehicle,Mumbai,Approved,0
LN00825,07-01-2024,51,Salaried,594564,280986,24,820,0,Home Renovation,Ahmedabad,Approved,0
LN00826,26-12-2024,31,Unemployed,245666,329762,24,571,0,Education,Chennai,Rejected,0
LN00827,01-11-2024,36,Salaried,1599324,1828881,60,602,1,Education,Pune,Rejected,0
LN00828,10-02-2026,28,Self-Employed,884218,526212,24,772,3,Home Renovation,Pune,Closed,0
LN00829,03-02-2025,24,Unemployed,193780,184068,24,545,2,Home Renovation,Bangalore,Rejected,0
LN00830,23-05-2026,60,Retired,290696,317903,24,639,1,Home Renovation,Ahmedabad,Closed,0
LN00831,05-05-2026,24,Self-Employed,882650,1178696,36,584,1,Medical,Ahmedabad,Approved,0
LN00832,05-03-2025,45,Retired,466486,592343,12,800,2,Vehicle,Hyderabad,Approved,0
LN00833,05-07-2025,23,Unemployed,254744,220789,60,426,1,Business,Chennai,Rejected,0
LN00834,04-02-2026,52,Self-Employed,1335432,1538575,60,625,0,Education,Bangalore,Closed,0
LN00835,22-01-2026,23,Self-Employed,804747,739046,24,819,2,Business,Mumbai,Closed,0
LN00836,13-07-2025,47,Self-Employed,293565,266549,36,626,3,Home Renovation,Pune,Closed,0
LN00837,30-03-2026,49,Self-Employed,1269889,541247,12,555,1,Vehicle,Bangalore,Rejected,0
LN00838,09-09-2025,52,Self-Employed,273697,120084,36,666,3,Vehicle,Delhi,Closed,0
LN00839,13-08-2024,39,Salaried,442759,390729,36,781,1,Medical,Hyderabad,Rejected,0
LN00840,14-05-2025,41,Salaried,434053,258586,24,678,1,Home Renovation,Hyderabad,Approved,0
LN00841,12-08-2024,25,Salaried,1012842,327290,24,784,0,Education,Delhi,Closed,0
LN00842,06-10-2024,38,Salaried,434751,476105,36,721,2,Medical,Ahmedabad,Closed,0
LN00843,22-03-2025,48,Salaried,434048,145725,36,674,3,Home Renovation,Pune,Defaulted,1
LN00844,12-05-2025,62,Salaried,264769,252802,24,532,2,Medical,Pune,Approved,0
LN00845,30-01-2024,42,Self-Employed,464065,414462,36,816,0,Business,Chennai,Approved,0
LN00846,02-02-2025,41,Salaried,338478,462258,36,841,0,Home Renovation,Delhi,Approved,0
LN00847,10-12-2024,26,Retired,279793,232965,60,604,1,Education,Pune,Closed,0
LN00848,15-11-2025,21,Salaried,547794,202662,24,799,1,Education,Hyderabad,Approved,0
LN00849,26-11-2025,25,Salaried,911675,826758,48,764,1,Home Renovation,Pune,Approved,0
LN00850,28-03-2026,61,Self-Employed,842651,1032420,36,819,4,Medical,Mumbai,Closed,0
LN00851,18-02-2025,32,Self-Employed,1209512,1689124,24,835,2,Vehicle,Pune,Approved,0
LN00852,11-01-2026,46,Salaried,603164,466473,36,528,1,Home Renovation,Chennai,Rejected,0
LN00853,18-06-2024,66,Retired,587462,383218,36,766,0,Education,Kolkata,Approved,0
