loan_id,applicant_age,employment_status,annual_income,loan_amount,loan_tenure_months,credit_score,existing_emis,loan_purpose,branch,default_flag
LN00773,58,Self-Employed,778332,174412,24,763,0,Education,Chennai,0
LN00774,33,Retired,832948,512128,24,753,4,Business,Chennai,0
LN00775,47,Self-Employed,492879,657659,48,654,2,Vehicle,Mumbai,1
LN00776,30,Salaried,454032,458580,60,586,3,Vehicle,Delhi,1
LN00777,41,Salaried,415375,372587,60,597,2,Business,Chennai,0
LN00778,25,Salaried,685785,453231,60,688,2,Business,Hyderabad,0
LN00779,43,Retired,682125,561402,48,629,2,Home,Chennai,1
LN00780,44,Salaried,449459,316016,48,473,2,Vehicle,Kolkata,1
LN00781,63,Unemployed,556761,676417,48,615,2,Medical,Mumbai,0
LN00782,29,Unemployed,629256,372501,60,582,4,Vehicle,Kolkata,1
LN00783,49,Salaried,769097,409976,36,708,4,Business,Bangalore,0
LN00784,50,Salaried,581751,515793,12,695,4,Business,Pune,0
LN00785,55,Unemployed,520889,119421,24,502,5,Education,Hyderabad,1
LN00786,28,Salaried,605976,300480,36,649,1,Medical,Pune,0
LN00787,29,Salaried,670152,561339,36,715,3,Education,Kolkata,0
LN00788,45,Salaried,382353,574673,36,654,1,Vehicle,Chennai,0
LN00789,22,Retired,547286,485356,12,693,0,Vehicle,Bangalore,0
LN00790,53,Salaried,630332,185915,36,664,1,Education,Delhi,0
LN00791,42,Salaried,477816,348416,12,681,4,Home,Delhi,0
LN00792,43,Salaried,676391,214365,48,644,2,Education,Pune,0
LN00793,58,Salaried,602606,497255,24,629,2,Home,Chennai,0
LN00794,53,Self-Employed,882341,635778,12,641,1,Vehicle,Hyderabad,0
LN00795,35,Retired,356528,749209,12,660,2,Education,Bangalore,1
LN00796,38,Self-Employed,631066,544283,12,688,4,Medical,Kolkata,0
LN00797,43,Self-Employed,479686,444189,60,583,6,Medical,Pune,1
LN00798,43,Salaried,645400,192148,48,628,4,Education,Chennai,0
LN00799,45,Self-Employed,563190,138191,60,783,3,Business,Kolkata,0
LN00800,31,Self-Employed,732173,736518,36,596,4,Home,Kolkata,1
LN00801,38,Salaried,500757,458469,48,701,1,Vehicle,Delhi,0
LN00802,52,Salaried,459025,287421,12,598,0,Business,Pune,0
LN00803,29,Salaried,428345,728984,48,616,3,Business,Bangalore,1
LN00804,43,Self-Employed,558250,389265,24,490,4,Medical,Delhi,1
LN00805,36,Retired,836019,512843,60,529,4,Education,Pune,0
LN00806,39,Salaried,439232,253134,48,785,4,Business,Pune,0
LN00807,25,Retired,774488,379895,60,489,4,Vehicle,Kolkata,1
LN00808,54,Salaried,416096,408559,60,669,2,Medical,Pune,0
LN00809,46,Unemployed,586783,226427,12,779,4,Medical,Hyderabad,0
LN00810,60,Salaried,393358,658892,36,664,3,Vehicle,Bangalore,0
LN00811,57,Self-Employed,603319,406243,12,641,0,Education,Delhi,0
LN00812,44,Unemployed,435591,488955,48,780,4,Education,Mumbai,1
LN00813,37,Self-Employed,713686,581911,24,720,4,Education,Mumbai,0
LN00814,38,Salaried,538965,596757,12,600,2,Medical,Hyderabad,1
LN00815,53,Salaried,723696,333993,60,706,1,Business,Bangalore,0
LN00816,63,Self-Employed,669245,280339,48,702,1,Business,Hyderabad,0
LN00817,32,Retired,598400,338846,24,748,3,Business,Pune,0
LN00818,50,Self-Employed,555611,297195,24,643,2,Education,Chennai,0
LN00819,62,Self-Employed,1155914,632965,24,711,0,Vehicle,Mumbai,0
LN00820,50,Self-Employed,699387,150471,60,756,3,Medical,Chennai,0
LN00821,64,Self-Employed,799744,284343,24,690,4,Business,Mumbai,0
LN00822,57,Salaried,799149,258870,48,733,0,Business,Mumbai,0
LN00823,57,Salaried,621609,701141,48,658,4,Business,Delhi,0
LN00824,57,Salaried,701308,477740,12,671,3,Home,Hyderabad,0
LN00825,41,Retired,791758,502203,60,765,0,Vehicle,Pune,0
LN00826,34,Unemployed,630182,590219,36,538,6,Vehicle,Hyderabad,1
LN00827,60,Self-Employed,771077,696846,36,655,2,Business,Chennai,0
LN00828,61,Salaried,451650,304999,24,700,0,Business,Kolkata,0
LN00829,36,Self-Employed,682575,641994,36,722,5,Vehicle,Hyderabad,1
LN00830,38,Salaried,601633,282586,60,785,4,Business,Chennai,0
LN00831,32,Salaried,618203,168813,24,683,0,Medical,Bangalore,0
LN00832,47,Self-Employed,523867,418621,24,535,3,Education,Bangalore,1
LN00833,58,Self-Employed,438606,390866,48,700,4,Home,Mumbai,0
LN00834,37,Salaried,440507,408830,12,701,3,Medical,Hyderabad,0
LN00835,28,Retired,721168,341117,36,713,2,Home,Chennai,0
LN00836,57,Retired,257378,540656,12,722,1,Vehicle,Bangalore,0
LN00837,29,Retired,523406,439282,48,534,6,Education,Bangalore,1
LN00838,27,Retired,345330,308059,24,572,2,Home,Delhi,0
LN00839,34,Self-Employed,483568,713147,36,768,5,Education,Hyderabad,1
LN00840,30,Self-Employed,662281,249127,60,552,0,Vehicle,Hyderabad,0
LN00841,29,Salaried,744953,271903,60,624,3,Home,Kolkata,0
LN00842,33,Salaried,605250,456470,48,698,4,Business,Pune,0
LN00843,59,Retired,666248,222183,36,600,4,Business,Mumbai,0
LN00844,34,Salaried,644712,349930,36,764,2,Vehicle,Delhi,0
LN00845,53,Salaried,325833,188906,24,673,1,Home,Pune,0
LN00846,56,Self-Employed,407328,505801,48,635,0,Business,Delhi,0
LN00847,42,Self-Employed,721867,647300,24,648,2,Medical,Mumbai,1
LN00848,35,Salaried,755648,321768,48,729,4,Vehicle,Pune,0
LN00849,34,Salaried,478114,480086,24,626,0,Business,Delhi,0
LN00850,40,Salaried,368262,527754,60,472,3,Business,Hyderabad,1
LN00851,40,Self-Employed,376961,330543,48,732,2,Home,Mumbai,0
LN00852,28,Salaried,432124,422689,24,801,3,Home,Mumbai,0
LN00853,34,Self-Employed,595912,516061,24,770,4,Medical,Hyderabad,0
LN00854,25,Self-Employed,453961,340674,48,716,0,Home,Bangalore,0
LN00855,40,Unemployed,442961,924659,24,625,3,Vehicle,Delhi,1
LN00856,61,Salaried,639759,651575,48,710,2,Vehicle,Kolkata,0
LN00857,30,Salaried,757680,519239,36,690,2,Education,Delhi,0
LN00858,23,Salaried,542460,704021,12,726,0,Business,Mumbai,0
LN00859,48,Unemployed,239000,398850,36,614,6,Medical,Pune,1
LN00860,48,Salaried,454449,474347,60,772,0,Business,Kolkata,0
LN00861,28,Salaried,217803,392568,12,667,1,Vehicle,Bangalore,0
LN00862,25,Self-Employed,436539,345162,60,644,6,Education,Delhi,1
LN00863,32,Retired,727343,559772,60,606,6,Vehicle,Hyderabad,1
LN00864,45,Salaried,755058,445507,12,734,2,Business,Delhi,0
LN00865,28,Salaried,478934,371810,12,732,4,Medical,Hyderabad,0
LN00866,62,Self-Employed,481652,583872,12,747,4,Education,Hyderabad,1
LN00867,56,Self-Employed,352106,858648,12,586,5,Medical,Hyderabad,1
LN00868,52,Self-Employed,471962,356306,12,706,0,Education,Chennai,0
LN00869,33,Salaried,199712,688621,24,608,2,Education,Bangalore,1
LN00870,29,Retired,566393,483873,24,807,4,Business,Hyderabad,0
LN00871,22,Salaried,552516,578585,24,678,4,Medical,Chennai,0
LN00872,59,Self-Employed,683358,622775,12,703,3,Vehicle,Kolkata,0
LN00873,45,Self-Employed,595692,218034,60,662,3,Home,Mumbai,0
LN00874,53,Self-Employed,613468,517844,48,727,4,Business,Mumbai,0
LN00875,35,Self-Employed,588695,623473,60,495,2,Business,Mumbai,1
LN00876,25,Retired,291987,526386,60,602,4,Education,Kolkata,1
LN00877,45,Salaried,511237,182758,60,556,6,Home,Hyderabad,1
LN00878,50,Retired,726995,754812,36,499,4,Medical,Delhi,1
LN00879,26,Salaried,488274,607596,12,696,4,Vehicle,Chennai,0
LN00880,34,Self-Employed,676706,453765,60,711,1,Vehicle,Chennai,0
LN00881,59,Salaried,524715,260243,36,766,0,Business,Pune,0
LN00882,43,Salaried,519121,257209,36,667,1,Home,Delhi,0
LN00883,36,Salaried,665504,314445,36,755,4,Education,Delhi,0
LN00884,47,Salaried,539879,490080,24,744,2,Vehicle,Hyderabad,0
LN00885,38,Salaried,567437,197057,48,537,0,Home,Kolkata,0
LN00886,60,Salaried,509885,184104,12,782,0,Medical,Hyderabad,0
LN00887,47,Salaried,632223,284417,60,731,1,Education,Mumbai,0
LN00888,32,Self-Employed,649717,591639,36,619,4,Vehicle,Chennai,0
LN00889,38,Self-Employed,672015,753203,36,690,4,Home,Bangalore,0
LN00890,40,Self-Employed,498919,616176,36,435,2,Medical,Kolkata,1
LN00891,61,Self-Employed,254817,729682,60,629,3,Business,Pune,0
LN00892,30,Salaried,427000,381008,12,732,3,Education,Chennai,0
LN00893,45,Salaried,635147,700311,36,611,4,Vehicle,Pune,0
LN00894,22,Self-Employed,166568,326076,24,737,6,Education,Pune,1
LN00895,27,Salaried,576181,320008,24,584,3,Vehicle,Chennai,0
LN00896,55,Salaried,417992,609747,60,702,3,Vehicle,Pune,0
LN00897,53,Salaried,774307,406878,60,649,3,Medical,Delhi,0
LN00898,55,Self-Employed,708657,425586,36,620,1,Business,Bangalore,0
LN00899,38,Salaried,841392,550048,48,744,4,Business,Kolkata,0
LN00900,59,Retired,354339,787140,24,612,4,Home,Chennai,1
LN00901,53,Self-Employed,566275,322689,12,612,1,Vehicle,Delhi,0
LN00902,62,Retired,707850,414239,24,777,0,Business,Hyderabad,0
LN00903,25,Self-Employed,449261,720481,60,664,4,Vehicle,Chennai,0
LN00904,31,Retired,411061,546072,48,532,6,Home,Chennai,1
LN00905,60,Retired,373497,380607,60,595,5,Home,Delhi,1
LN00906,50,Salaried,638125,279077,36,690,3,Education,Kolkata,0
LN00907,49,Self-Employed,580135,372229,60,762,1,Vehicle,Chennai,0
LN00908,56,Self-Employed,556949,875679,12,586,2,Home,Kolkata,1
LN00909,34,Self-Employed,492547,416490,12,758,1,Home,Mumbai,0
LN00910,27,Salaried,900030,413671,24,779,4,Education,Mumbai,0
LN00911,47,Salaried,494718,276547,24,568,4,Home,Kolkata,0
LN00912,57,Self-Employed,796121,586999,48,632,2,Medical,Kolkata,0
LN00913,35,Unemployed,489842,389424,60,660,2,Vehicle,Pune,0
LN00914,22,Self-Employed,775302,317806,60,553,0,Education,Chennai,0
LN00915,39,Self-Employed,395458,331537,24,666,2,Business,Hyderabad,1
LN00916,25,Retired,665800,106987,60,842,3,Vehicle,Chennai,0
LN00917,38,Self-Employed,474967,790082,24,561,3,Home,Kolkata,1
LN00918,35,Self-Employed,762037,414191,36,773,1,Medical,Chennai,0
LN00919,60,Retired,503708,606473,60,766,3,Home,Delhi,0
LN00920,29,Self-Employed,722926,174959,36,753,0,Vehicle,Pune,0
LN00921,51,Unemployed,451926,523847,24,694,1,Medical,Kolkata,0
LN00922,57,Unemployed,591404,301533,48,677,3,Vehicle,Kolkata,0
LN00923,56,Salaried,590681,500519,12,646,2,Medical,Kolkata,0
LN00924,37,Self-Employed,346492,266274,24,694,3,Medical,Kolkata,0
LN00925,58,Self-Employed,454311,700668,60,515,2,Medical,Bangalore,1
LN00926,50,Salaried,281869,377543,36,715,3,Business,Delhi,0
LN00927,25,Salaried,452729,525104,48,676,0,Vehicle,Hyderabad,0
LN00928,63,Salaried,305882,344721,24,895,2,Home,Delhi,0
LN00929,37,Salaried,714825,181058,36,698,0,Home,Mumbai,0
LN00930,42,Salaried,660187,407954,36,596,0,Vehicle,Chennai,0
LN00931,54,Salaried,518163,232223,48,714,2,Medical,Mumbai,0
LN00932,40,Self-Employed,834676,398828,60,643,1,Medical,Chennai,0
LN00933,31,Salaried,546366,446415,36,650,3,Home,Hyderabad,0
LN00934,60,Salaried,519121,581957,48,711,1,Medical,Pune,0
LN00935,61,Self-Employed,395855,420144,48,509,3,Business,Chennai,1
LN00936,32,Unemployed,761289,563398,36,530,3,Home,Delhi,1
LN00937,56,Unemployed,440137,470072,60,510,6,Vehicle,Chennai,1
LN00938,45,Salaried,326909,243433,48,651,2,Business,Hyderabad,0
LN00939,57,Retired,396106,784694,36,519,3,Home,Bangalore,1
LN00940,37,Salaried,652121,605227,60,617,0,Business,Mumbai,0
LN00941,64,Retired,730335,380731,24,638,3,Education,Mumbai,0
LN00942,28,Retired,709259,620576,60,688,3,Medical,Hyderabad,0
LN00943,55,Salaried,641413,237876,12,687,0,Medical,Kolkata,0
LN00944,32,Salaried,710145,402668,12,741,0,Business,Hyderabad,0
LN00945,33,Salaried,630373,394851,48,518,4,Medical,Pune,0
LN00946,25,Salaried,401500,351059,12,686,4,Home,Pune,0
LN00947,32,Salaried,540954,389946,60,624,1,Vehicle,Chennai,0
LN00948,27,Salaried,574600,398266,48,658,1,Vehicle,Hyderabad,0
LN00949,33,Self-Employed,561706,265902,48,768,1,Medical,Chennai,0
LN00950,47,Retired,957134,368772,12,687,0,Vehicle,Mumbai,0
LN00951,61,Retired,546674,385868,48,545,0,Business,Pune,0
LN00952,56,Self-Employed,376584,500261,36,636,2,Business,Pune,1
LN00953,61,Retired,663882,175376,36,604,1,Education,Pune,0
LN00954,39,Retired,243102,961241,48,609,6,Education,Chennai,1
LN00955,41,Salaried,540566,139677,24,830,4,Home,Hyderabad,0
LN00956,26,Salaried,495538,215431,36,601,2,Business,Hyderabad,0
LN00957,55,Salaried,501624,656396,36,609,4,Medical,Hyderabad,0
LN00958,33,Retired,193474,578343,24,750,5,Education,Delhi,1
LN00959,59,Self-Employed,144281,771105,12,601,2,Vehicle,Mumbai,1
LN00960,47,Self-Employed,724317,265804,36,749,2,Business,Pune,0
LN00961,25,Self-Employed,422402,488176,12,506,5,Medical,Kolkata,1
LN00962,52,Unemployed,502596,404418,24,776,1,Business,Chennai,0
LN00963,63,Salaried,279520,391791,60,720,3,Medical,Chennai,0
LN00964,47,Self-Employed,604776,461343,48,496,4,Education,Kolkata,1
LN00965,33,Retired,689062,434207,48,742,1,Home,Pune,0
LN00966,36,Salaried,534704,211876,12,657,1,Education,Kolkata,0
LN00967,28,Retired,688865,422780,24,706,4,Business,Kolkata,0
LN00968,26,Salaried,991120,350671,36,846,4,Medical,Pune,0
LN00969,33,Retired,667046,544539,60,619,3,Education,Mumbai,1
LN00970,64,Salaried,677773,390937,36,613,3,Home,Bangalore,0
LN00971,50,Retired,414186,551470,48,652,2,Business,Bangalore,0
LN00972,54,Self-Employed,387041,462216,24,784,2,Medical,Mumbai,0
LN00973,60,Unemployed,287840,556816,60,653,3,Business,Chennai,1
LN00974,45,Salaried,365601,534592,48,583,4,Business,Chennai,0
LN00975,38,Salaried,393463,636229,48,632,2,Business,Hyderabad,0
LN00976,36,Self-Employed,429061,813519,60,525,3,Vehicle,Bangalore,1
LN00977,25,Unemployed,340360,329358,12,568,2,Home,Bangalore,1
LN00978,37,Salaried,478027,409526,12,695,0,Medical,Pune,0
LN00979,39,Salaried,818839,369042,24,590,2,Business,Delhi,0
LN00980,45,Salaried,390263,311172,24,657,3,Home,Delhi,0
LN00981,60,Salaried,636770,458490,36,739,0,Medical,Kolkata,0
LN00982,49,Self-Employed,542390,396005,12,469,5,Business,Chennai,1
LN00983,34,Self-Employed,698295,451888,36,621,3,Business,Chennai,0
LN00984,39,Unemployed,514506,336493,12,430,3,Business,Pune,1
LN00985,46,Retired,438834,507311,36,537,6,Medical,Kolkata,1
LN00986,33,Salaried,684995,541040,60,639,2,Business,Pune,0
LN00987,23,Unemployed,563073,304937,12,701,4,Education,Delhi,0
LN00988,27,Retired,715372,279296,24,683,1,Medical,Delhi,0
LN00989,35,Salaried,425207,577164,60,796,2,Business,Bangalore,0
LN00990,53,Salaried,556350,676162,48,626,5,Vehicle,Pune,1
LN00991,36,Salaried,628258,433384,48,470,2,Education,Bangalore,1
LN00992,59,Self-Employed,739787,114255,24,779,4,Education,Chennai,0
LN00993,35,Self-Employed,628352,850266,36,636,6,Home,Pune,1
LN00994,33,Salaried,670397,501574,12,634,4,Home,Pune,0
LN00995,50,Salaried,742836,412887,12,696,1,Home,Mumbai,0
LN00996,29,Unemployed,621563,640706,60,589,2,Business,Kolkata,1
LN00997,37,Retired,630304,254236,24,735,3,Vehicle,Bangalore,0
LN00998,45,Retired,620344,691434,24,700,2,Medical,Chennai,0
LN00999,62,Retired,452481,437187,48,670,2,Education,Bangalore,0
LN01000,26,Self-Employed,336692,748408,12,467,6,Home,Kolkata,1
LN01001,44,Unemployed,299756,703216,24,614,6,Vehicle,Mumbai,1
LN01002,31,Unemployed,539673,144232,48,601,3,Business,Bangalore,0
LN01003,51,Self-Employed,916007,269889,24,672,1,Education,Pune,0
LN01004,49,Salaried,631439,284344,24,553,1,Education,Hyderabad,0
LN01005,33,Self-Employed,625909,237361,24,630,6,Vehicle,Kolkata,1
LN01006,57,Self-Employed,505289,294199,12,499,3,Vehicle,Hyderabad,0
LN01007,26,Self-Employed,696418,593024,24,763,0,Medical,Hyderabad,0
LN01008,29,Self-Employed,530283,386421,24,900,0,Education,Chennai,0
LN01009,22,Salaried,868012,335015,24,666,1,Home,Chennai,0
LN01010,31,Self-Employed,536581,427789,12,704,2,Medical,Pune,0
LN01011,47,Salaried,385116,593486,24,717,4,Education,Pune,1
LN01012,55,Salaried,689946,431637,48,726,0,Medical,Chennai,0
LN01013,31,Retired,433987,517502,48,603,4,Home,Delhi,0
LN01014,39,Retired,363944,542871,48,648,4,Education,Mumbai,1
LN01015,35,Unemployed,719183,494637,60,633,2,Education,Bangalore,1
LN01016,52,Unemployed,386852,649136,24,558,3,Medical,Kolkata,1
LN01017,36,Self-Employed,340929,856150,24,641,4,Education,Chennai,1
LN01018,22,Self-Employed,661584,285534,48,732,4,Education,Mumbai,0
LN01019,59,Self-Employed,100000,490919,36,561,6,Vehicle,Kolkata,1
LN01020,27,Retired,507029,427319,48,515,4,Vehicle,Bangalore,1
LN01021,42,Salaried,500049,261989,48,597,5,Vehicle,Delhi,1
LN01022,43,Self-Employed,461795,665926,48,627,2,Business,Pune,1
LN01023,31,Retired,444066,315977,24,625,2,Vehicle,Mumbai,1
LN01024,37,Salaried,518811,487045,48,590,2,Home,Delhi,0
LN01025,34,Self-Employed,664859,185601,12,654,0,Education,Pune,0
LN01026,34,Salaried,656967,264291,24,783,2,Medical,Bangalore,0
LN01027,42,Salaried,250528,881337,36,752,1,Medical,Pune,0
LN01028,37,Salaried,545213,218404,36,638,0,Medical,Chennai,0
LN01029,39,Salaried,523412,301826,60,650,0,Business,Chennai,0
LN01030,38,Retired,440781,549296,48,577,0,Home,Pune,0
LN01031,29,Self-Employed,408811,600549,36,790,2,Vehicle,Pune,0
LN01032,40,Salaried,735422,146319,60,775,3,Education,Bangalore,0
LN01033,60,Self-Employed,597129,381897,24,756,4,Home,Kolkata,0
LN01034,47,Salaried,548781,477009,60,697,5,Home,Mumbai,1
LN01035,51,Salaried,647387,662605,36,819,3,Education,Hyderabad,0
LN01036,54,Retired,961031,267009,24,679,1,Home,Hyderabad,0
LN01037,32,Self-Employed,212414,614633,24,638,6,Home,Delhi,1
LN01038,31,Retired,389896,415326,12,635,0,Business,Pune,0
LN01039,29,Salaried,211683,257682,24,822,2,Business,Chennai,0
LN01040,55,Salaried,319214,416401,12,726,4,Business,Delhi,0
LN01041,30,Self-Employed,841126,513181,24,751,0,Home,Kolkata,0
LN01042,29,Salaried,597570,652900,12,657,1,Medical,Kolkata,0
LN01043,26,Self-Employed,249698,482582,36,483,3,Education,Delhi,1
LN01044,59,Retired,545346,448432,48,648,2,Home,Bangalore,0
LN01045,37,Salaried,767761,131736,24,747,0,Business,Kolkata,0
LN01046,27,Salaried,314337,292765,24,697,1,Vehicle,Hyderabad,0
LN01047,46,Unemployed,331428,399207,24,573,5,Vehicle,Mumbai,1
LN01048,29,Retired,228212,872742,12,531,4,Vehicle,Delhi,1
LN01049,49,Retired,588604,151252,24,603,5,Education,Chennai,1
LN01050,44,Unemployed,439259,337521,24,502,2,Education,Delhi,1
LN01051,25,Retired,745370,357340,12,678,3,Home,Bangalore,0
LN01052,24,Salaried,649650,320730,12,673,3,Business,Bangalore,0
LN01053,40,Unemployed,255738,613956,12,534,3,Vehicle,Bangalore,1
LN01054,44,Salaried,185036,208730,48,578,2,Business,Kolkata,0
LN01055,28,Self-Employed,591098,516142,24,688,0,Home,Delhi,0
LN01056,55,Salaried,656359,494904,12,724,1,Business,Pune,0
LN01057,30,Retired,473835,638065,24,648,1,Business,Delhi,0
LN01058,39,Self-Employed,342539,617471,12,575,2,Business,Bangalore,0
LN01059,54,Salaried,424386,390828,12,764,4,Medical,Delhi,0
LN01060,29,Salaried,541184,789326,12,570,6,Education,Chennai,1
LN01061,56,Salaried,483912,364361,24,686,3,Home,Hyderabad,0
LN01062,28,Salaried,670175,407890,60,811,3,Home,Chennai,0
LN01063,40,Salaried,540835,573545,12,648,4,Education,Pune,0
LN01064,22,Salaried,506982,668565,60,622,0,Home,Kolkata,0
LN01065,61,Self-Employed,342875,632032,12,685,4,Education,Pune,0
LN01066,28,Self-Employed,522468,499475,36,644,4,Education,Hyderabad,0
LN01067,47,Salaried,551994,100000,24,631,2,Business,Pune,0
LN01068,39,Salaried,771550,446561,48,675,1,Business,Chennai,0
LN01069,36,Unemployed,383034,523196,36,642,4,Vehicle,Delhi,1
LN01070,39,Unemployed,679432,738154,48,553,2,Home,Bangalore,1
LN01071,35,Salaried,387706,742817,24,613,6,Vehicle,Mumbai,1
LN01072,37,Retired,527385,426521,36,745,1,Medical,Mumbai,0
LN01073,27,Self-Employed,577533,755992,36,417,5,Vehicle,Chennai,1
LN01074,23,Salaried,884980,500157,24,655,4,Home,Mumbai,0
LN01075,45,Unemployed,674406,220920,36,663,2,Business,Mumbai,1
LN01076,58,Salaried,348003,475661,24,632,4,Education,Chennai,0
LN01077,48,Unemployed,325146,815638,60,647,4,Business,Hyderabad,1
LN01078,33,Salaried,586294,353706,24,687,0,Home,Hyderabad,0
LN01079,51,Self-Employed,556114,268439,24,752,2,Medical,Chennai,0
LN01080,60,Salaried,761310,622992,48,649,2,Education,Pune,1
LN01081,33,Salaried,764676,252012,60,790,2,Education,Chennai,0
LN01082,48,Salaried,452993,264165,60,653,2,Medical,Delhi,0
LN01083,61,Salaried,573072,629937,36,505,6,Medical,Hyderabad,1
LN01084,34,Retired,311675,751963,12,675,4,Medical,Hyderabad,1
LN01085,59,Salaried,843706,367956,60,526,4,Business,Mumbai,0
LN01086,29,Retired,363950,491010,36,749,4,Education,Kolkata,1
LN01087,36,Self-Employed,641767,626231,60,560,4,Business,Chennai,1
LN01088,58,Salaried,679626,432657,24,737,1,Home,Kolkata,0
LN01089,61,Self-Employed,490736,100000,12,520,3,Business,Bangalore,1
LN01090,51,Unemployed,715620,655938,12,638,3,Business,Chennai,1
LN01091,34,Salaried,396211,473774,48,708,0,Medical,Delhi,0
LN01092,32,Salaried,397658,535666,48,683,4,Business,Kolkata,0
LN01093,44,Salaried,736800,346349,12,625,4,Vehicle,Kolkata,0
LN01094,47,Self-Employed,672778,407882,24,689,2,Education,Kolkata,0
LN01095,44,Salaried,482799,166090,12,772,1,Education,Kolkata,0
LN01096,50,Salaried,531209,365457,48,637,3,Business,Bangalore,0
LN01097,41,Self-Employed,385782,380728,12,631,6,Business,Pune,1
LN01098,48,Self-Employed,575088,582114,36,584,3,Business,Chennai,1
LN01099,40,Salaried,729197,516159,24,575,4,Medical,Delhi,0
LN01100,53,Salaried,779835,589477,12,771,4,Education,Chennai,0
LN01101,57,Self-Employed,485818,832444,24,471,5,Vehicle,Bangalore,1
LN01102,24,Retired,743937,412511,60,778,0,Business,Bangalore,0
LN01103,57,Salaried,737199,457738,36,702,0,Education,Chennai,0
LN01104,22,Salaried,566741,332879,12,672,2,Education,Bangalore,0
LN01105,44,Salaried,514310,335136,12,696,0,Vehicle,Mumbai,0
LN01106,58,Salaried,348495,317883,48,647,2,Business,Mumbai,0
LN01107,29,Self-Employed,816862,668950,60,536,6,Business,Hyderabad,1
LN01108,23,Retired,578795,499897,36,705,2,Home,Pune,0
LN01109,54,Unemployed,100000,575044,24,516,3,Vehicle,Pune,1
LN01110,38,Salaried,651516,455133,60,823,3,Education,Mumbai,0
LN01111,63,Unemployed,444797,556400,12,590,4,Home,Kolkata,1
LN01112,38,Self-Employed,494259,717845,48,729,3,Home,Hyderabad,0
LN01113,23,Unemployed,686617,628934,60,505,3,Vehicle,Kolkata,1
LN01114,43,Salaried,755429,495115,36,704,1,Vehicle,Bangalore,0
LN01115,55,Unemployed,380859,476014,60,675,3,Business,Kolkata,0
LN01116,54,Salaried,757596,216101,60,588,4,Vehicle,Chennai,0
LN01117,37,Self-Employed,637985,588251,24,735,4,Vehicle,Delhi,0
LN01118,64,Self-Employed,343073,382930,60,407,5,Home,Bangalore,1
LN01119,43,Retired,409518,351721,48,569,3,Home,Chennai,1
LN01120,27,Self-Employed,640733,1065941,24,777,5,Education,Hyderabad,1
LN01121,52,Retired,321246,828041,24,456,6,Business,Delhi,1
LN01122,36,Self-Employed,333931,100000,48,519,3,Education,Delhi,1
LN01123,60,Retired,501973,479366,24,508,2,Home,Mumbai,1
LN01124,23,Retired,732303,211408,60,612,4,Vehicle,Delhi,1
LN01125,43,Unemployed,660249,403130,12,616,4,Home,Pune,0
LN01126,24,Salaried,369371,686467,36,682,3,Medical,Bangalore,0
LN01127,45,Unemployed,597403,1048599,12,623,6,Business,Delhi,1
LN01128,40,Unemployed,623899,305211,36,551,6,Medical,Delhi,1
LN01129,36,Salaried,580732,568643,12,735,1,Business,Kolkata,0
LN01130,48,Salaried,366644,407619,24,657,3,Vehicle,Kolkata,0
LN01131,32,Retired,413951,474174,24,484,4,Medical,Delhi,1
LN01132,42,Self-Employed,298184,660010,12,560,5,Vehicle,Bangalore,1
LN01133,26,Retired,797662,449360,24,603,1,Vehicle,Kolkata,0
LN01134,41,Salaried,707535,163999,48,668,1,Business,Pune,0
LN01135,57,Self-Employed,437892,1067912,36,478,6,Education,Bangalore,1
LN01136,37,Salaried,732206,430572,48,687,4,Home,Delhi,0
LN01137,62,Retired,428435,425175,48,747,0,Vehicle,Delhi,0
LN01138,61,Salaried,441458,486718,12,617,6,Medical,Hyderabad,1
LN01139,59,Salaried,464418,440751,24,738,3,Education,Bangalore,1
LN01140,31,Retired,659903,504704,48,612,4,Medical,Hyderabad,1
LN01141,44,Salaried,761682,330211,48,661,2,Business,Pune,0
LN01142,32,Self-Employed,438929,489551,60,656,2,Home,Mumbai,0
LN01143,43,Retired,605621,561153,36,773,4,Vehicle,Pune,0
LN01144,55,Salaried,618984,558118,12,603,5,Home,Mumbai,1
LN01145,42,Unemployed,411868,419380,12,675,4,Vehicle,Bangalore,0
LN01146,46,Salaried,541494,490326,48,801,2,Medical,Pune,0
LN01147,29,Retired,689396,480344,12,780,2,Vehicle,Bangalore,0
LN01148,33,Retired,452089,301227,60,549,2,Education,Mumbai,1
LN01149,62,Unemployed,416855,882251,24,715,2,Business,Kolkata,1
LN01150,53,Retired,458358,733663,12,344,2,Vehicle,Pune,1
LN01151,27,Salaried,464010,392858,60,732,3,Home,Delhi,0
LN01152,61,Retired,422611,299205,60,819,1,Business,Mumbai,0
LN01153,53,Salaried,454721,424846,48,659,3,Vehicle,Kolkata,0
LN01154,40,Salaried,644383,438049,24,617,2,Education,Chennai,0
LN01155,43,Salaried,842423,490618,12,772,4,Home,Delhi,0
LN01156,37,Salaried,671345,170759,36,811,0,Education,Kolkata,0
LN01157,60,Self-Employed,467345,534591,36,736,1,Home,Delhi,0
LN01158,30,Self-Employed,740864,357468,24,716,0,Home,Pune,0
LN01159,27,Retired,547530,962300,48,665,2,Home,Hyderabad,1
LN01160,49,Salaried,200855,788129,36,637,5,Home,Pune,1
LN01161,58,Self-Employed,866845,228143,48,732,3,Business,Delhi,0
